# D12-3 Motor Altitude/Lateral vs Time (Up to date)
# 268 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (in),CG location (in),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (in),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.681,69.469,69.469,22.948,24.253,-12.447,12.528,15.956,0.001,15.956,89.995,7.849,1.423,33.358,-111.771,0.134,4.621e-6,15.428,0.08,64.586,89.994,267.519,21.5,0.023,3.194e-4,9.796,27.876,23.025,1.866,0,0,0.804,0.596,0.297,0.178,0.121,0.596,0.029,0.026,3.382e-4,0,0,0,0,0.027,3.12,90,14.548,1005.103,0.001,340.115,0.075,1.581e6,2.6,34.253,0.05,0.019,0.003
2.731,70.6,70.6,22.325,23.644,-12.422,12.476,16.347,0.002,16.347,89.995,7.787,1.161,33.358,-111.771,0.115,4.76e-6,-15.021,0.087,63.821,89.994,267.519,21.5,0.023,3.194e-4,9.796,27.88,23.025,1.867,0,0,0.767,0.596,0.297,0.178,0.121,0.596,0.025,0.073,1.296e-4,0,0,0,0,-0.027,3.133,90,14.541,1004.97,0.001,340.111,0.073,1.545e6,2.6,34.253,0.05,0.019,0.003
2.781,71.701,71.701,21.705,23.042,-12.416,12.447,16.735,0.002,16.735,89.995,7.734,0.877,33.358,-111.771,0.409,4.74e-6,-13.834,0.022,63.095,89.993,267.519,21.5,0.023,3.194e-4,9.796,27.813,23.025,1.841,0,0,0.731,0.596,0.297,0.178,0.121,0.596,0.089,0.187,-4.004e-4,0,0,0,0,-0.024,3.086,90,14.534,1004.841,0.001,340.106,0.071,1.508e6,2.6,34.253,0.05,0.019,0.003
2.831,72.771,72.771,21.086,22.446,-12.297,12.326,17.121,0.002,17.121,89.994,7.694,0.844,33.358,-111.771,0.434,5.372e-6,-11.705,0.012,62.457,89.993,267.519,21.5,0.023,3.194e-4,9.796,27.807,23.025,1.839,0,0,0.697,0.596,0.297,0.178,0.121,0.596,0.094,0.191,-1.824e-4,0,0,0,0,-0.018,3.1,90,14.527,1004.715,0.001,340.102,0.07,1.472e6,2.6,34.253,0.05,0.02,0.003
2.881,73.81,73.81,20.476,21.858,-12.083,12.125,17.504,0.002,17.504,89.994,7.648,1.008,33.358,-111.771,0.211,4.669e-6,-10.338,-0.006,61.909,89.992,267.519,21.5,0.023,3.194e-4,9.796,27.857,23.025,1.858,0,0,0.666,0.596,0.297,0.178,0.121,0.596,0.045,0.099,3.004e-4,0,0,0,0,-0.015,3.185,90,14.52,1004.593,0.001,340.098,0.068,1.44e6,2.6,34.253,0.05,0.02,0.003
2.931,74.819,74.819,19.877,21.278,-11.908,11.958,17.886,0.002,17.886,89.994,7.594,1.091,33.358,-111.771,0.064,4.472e-6,-9.787,-0.07,61.409,89.991,267.519,21.5,0.023,3.194e-4,9.796,27.89,23.025,1.871,0,0,0.635,0.596,0.297,0.178,0.121,0.596,0.014,0.039,4.748e-4,0,0,0,0,-0.014,3.21,90,14.514,1004.475,0.001,340.094,0.067,1.406e6,2.6,34.253,0.05,0.02,0.003
2.981,75.798,75.798,19.285,20.707,-11.753,11.808,18.264,0.002,18.264,89.994,7.539,1.136,33.358,-111.771,0.049,4.566e-6,9.633,-0.08,60.925,89.991,267.519,21.5,0.023,3.194e-4,9.796,27.893,23.025,1.872,0,0,0.605,0.596,0.297,0.178,0.121,0.596,0.011,0.006,4.122e-4,0,0,0,0,0.014,3.206,90,14.507,1004.36,0.001,340.09,0.065,1.372e6,2.6,34.253,0.05,0.02,0.003
3.031,76.747,76.747,18.703,20.142,-11.521,11.6,18.639,0.002,18.639,89.994,7.478,1.346,33.358,-111.771,0.405,4.672e-6,10.093,-0.007,60.436,89.991,267.519,21.5,0.023,3.194e-4,9.796,27.812,23.025,1.841,0,0,0.579,0.596,0.297,0.178,0.121,0.596,0.088,0.145,3.731e-4,0,0,0,0,0.016,3.306,90,14.501,1004.249,0.001,340.087,0.063,1.342e6,2.6,34.253,0.05,0.02,0.003
3.081,77.668,77.668,18.131,19.586,-11.443,11.512,19.012,0.002,19.012,89.994,7.409,1.253,33.358,-111.771,0.345,4.581e-6,11.458,0.002,59.896,89.991,267.519,21.5,0.023,3.194e-4,9.796,27.825,23.025,1.846,0,0,0.549,0.596,0.297,0.178,0.12,0.596,0.074,0.116,-5.504e-5,0,0,0,0,0.022,3.248,90,14.495,1004.141,0.001,340.083,0.062,1.307e6,2.6,34.253,0.05,0.02,0.002
3.131,78.56,78.56,17.559,19.036,-11.392,11.447,19.381,0.002,19.381,89.994,7.352,1.119,33.358,-111.771,0.209,4.611e-6,11.941,0.023,59.309,89.992,267.519,21.5,0.023,3.194e-4,9.796,27.856,23.025,1.858,0,0,0.52,0.596,0.297,0.178,0.12,0.596,0.045,0.058,-1.916e-4,0,0,0,0,0.025,3.157,90,14.489,1004.036,0.001,340.079,0.06,1.271e6,2.6,34.253,0.05,0.02,0.002
3.181,79.424,79.424,16.993,18.492,-11.198,11.27,19.747,0.002,19.747,89.994,7.294,1.27,33.358,-111.771,0.525,4.438e-6,12.606,0.018,58.699,89.992,267.519,21.5,0.023,3.194e-4,9.796,27.784,23.025,1.831,0,0,0.497,0.596,0.297,0.178,0.12,0.596,0.114,0.179,4.188e-4,0,0,0,0,0.029,3.253,90,14.484,1003.935,0.001,340.076,0.059,1.243e6,2.6,34.253,0.05,0.02,0.002
3.231,80.26,80.26,16.438,17.956,-11.069,11.146,20.11,0.002,20.11,89.994,7.228,1.304,33.358,-111.771,0.667,4.125e-6,14.145,0.017,58.031,89.992,267.519,21.5,0.023,3.194e-4,9.796,27.752,23.025,1.818,0,0,0.473,0.596,0.297,0.178,0.12,0.596,0.145,0.226,1.36e-4,0,0,0,0,0.039,3.299,90,14.478,1003.837,0.001,340.073,0.057,1.213e6,2.6,34.253,0.05,0.021,0.002
3.281,81.068,81.068,15.885,17.426,-11.082,11.135,20.47,0.002,20.47,89.993,7.167,1.084,33.358,-111.771,0.358,3.864e-6,15.286,0.038,57.292,89.993,267.519,21.5,0.023,3.194e-4,9.796,27.822,23.025,1.845,0,0,0.446,0.596,0.297,0.178,0.12,0.596,0.077,0.095,-4.108e-4,0,0,0,0,0.048,3.175,90,14.473,1003.742,0.001,340.07,0.056,1.177e6,2.6,34.253,0.05,0.021,0.002
3.331,81.848,81.848,15.329,16.902,-11.165,11.191,20.827,0.002,20.827,89.993,7.12,0.757,33.358,-111.771,0.222,3.791e-6,-15.223,0.071,56.523,89.993,267.519,21.5,0.023,3.194e-4,9.796,27.852,23.025,1.857,0,0,0.417,0.596,0.297,0.178,0.12,0.596,0.048,0.14,3.109e-4,0,0,0,0,-0.051,2.931,90,14.468,1003.651,0.001,340.066,0.054,1.139e6,2.6,34.253,0.05,0.021,0.002
3.381,82.601,82.601,14.77,16.382,-11.119,11.139,21.182,0.003,21.182,89.993,7.087,0.664,33.358,-111.771,0.368,3.505e-6,-14.07,0.043,55.79,89.993,267.519,21.5,0.023,3.194e-4,9.796,27.819,23.025,1.844,0,0,0.392,0.596,0.297,0.178,0.12,0.596,0.08,0.193,-7.397e-5,0,0,0,0,-0.046,2.816,90,14.463,1003.562,0.001,340.064,0.052,1.105e6,2.6,34.253,0.05,0.021,0.002
3.431,83.325,83.325,14.218,15.871,-10.98,11.004,21.535,0.003,21.535,89.993,7.052,0.73,33.358,-111.771,0.16,3.357e-6,-13.267,0.084,55.109,89.992,267.519,21.5,0.023,3.194e-4,9.796,27.866,23.025,1.862,0,0,0.371,0.596,0.297,0.178,0.12,0.596,0.034,0.108,4.31e-4,0,0,0,0,-0.043,2.804,90,14.458,1003.477,0.001,340.061,0.051,1.074e6,2.6,34.253,0.05,0.021,0.002
3.481,84.023,84.023,13.672,15.366,-10.822,10.853,21.887,0.003,21.887,89.993,7.014,0.827,33.358,-111.771,0.16,3.21e-6,13.014,0.033,54.454,89.991,267.519,21.5,0.023,3.194e-4,9.796,27.866,23.025,1.862,0,0,0.352,0.596,0.297,0.178,0.12,0.596,0.034,0.02,3.471e-4,0,0,0,0,0.044,2.813,90,14.454,1003.396,0.001,340.058,0.05,1.046e6,2.6,34.253,0.05,0.021,0.002
3.531,84.693,84.693,13.135,14.87,-10.66,10.701,22.237,0.003,22.237,89.993,6.97,0.931,33.358,-111.771,0.529,3.25e-6,13.442,-0.012,53.796,89.99,267.519,21.5,0.023,3.194e-4,9.796,27.782,23.025,1.83,0,0,0.333,0.596,0.297,0.178,0.12,0.596,0.115,0.161,-2.147e-4,0,0,0,0,0.05,2.833,90,14.449,1003.317,0.001,340.055,0.048,1.018e6,2.6,34.253,0.05,0.022,0.002
3.581,85.336,85.336,12.605,14.381,-10.571,10.612,22.584,0.003,22.584,89.993,6.922,0.922,33.358,-111.771,0.633,3.363e-6,14.322,-0.022,53.102,89.989,267.519,21.5,0.023,3.194e-4,9.796,27.759,23.025,1.821,0,0,0.314,0.596,0.297,0.178,0.12,0.596,0.138,0.191,-2.948e-4,0,0,0,0,0.06,2.761,90,14.445,1003.241,0.001,340.053,0.047,9.871e5,2.6,34.253,0.05,0.022,0.002
3.631,85.953,85.953,12.078,13.899,-10.513,10.549,22.929,0.003,22.929,89.993,6.878,0.87,33.358,-111.771,0.625,3.304e-6,15.077,-0.03,52.366,89.988,267.519,21.5,0.023,3.194e-4,9.796,27.76,23.025,1.821,0,0,0.294,0.596,0.297,0.178,0.12,0.596,0.136,0.177,-9.468e-5,0,0,0,0,0.071,2.647,90,14.441,1003.169,0.001,340.05,0.045,9.552e5,2.6,34.253,0.05,0.022,0.002
3.681,86.544,86.544,11.554,13.424,-10.424,10.46,23.272,0.003,23.272,89.993,6.834,0.87,33.358,-111.771,0.771,3.408e-6,15.819,-0.032,51.594,89.988,267.519,21.5,0.023,3.194e-4,9.796,27.728,23.025,1.809,0,0,0.276,0.596,0.297,0.178,0.12,0.597,0.168,0.221,-4.712e-4,0,0,0,0,0.083,2.581,90,14.437,1003.1,0.001,340.048,0.044,9.255e5,2.6,34.253,0.05,0.022,0.002
3.731,87.109,87.109,11.036,12.958,-10.297,10.339,23.612,0.003,23.612,89.992,6.79,0.931,33.358,-111.771,1.124,3.36e-6,16.82,-0.027,50.78,89.987,267.519,21.5,0.023,3.194e-4,9.796,27.65,23.025,1.779,0,0,0.261,0.596,0.297,0.178,0.12,0.598,0.248,0.341,1.201e-4,0,0,0,0,0.1,2.584,90,14.434,1003.034,0.001,340.046,0.043,8.991e5,2.6,34.253,0.05,0.022,0.002
3.781,87.648,87.648,10.524,12.499,-10.241,10.279,23.951,0.003,23.951,89.992,6.743,0.889,33.358,-111.771,1.169,3.425e-6,18.104,-0.027,49.907,89.987,267.519,21.5,0.023,3.194e-4,9.796,27.64,23.025,1.775,0,0,0.244,0.596,0.297,0.178,0.12,0.598,0.258,0.334,-4.827e-4,0,0,0,0,0.123,2.49,90,14.43,1002.97,0.001,340.044,0.041,8.692e5,2.6,34.253,0.05,0.022,0.002
3.831,88.161,88.161,10.014,12.048,-10.104,10.15,24.287,0.003,24.287,89.992,6.699,0.967,33.358,-111.771,1.637,3.694e-6,19.268,-0.021,48.974,89.986,267.519,21.5,0.023,3.194e-4,9.796,27.54,23.025,1.736,0,0,0.232,0.596,0.297,0.178,0.12,0.6,0.365,0.487,1.161e-4,0,0,0,0,0.148,2.53,90,14.427,1002.91,0.001,340.042,0.04,8.455e5,2.6,34.253,0.05,0.023,0.002
3.881,88.649,88.649,9.512,11.605,-10.007,10.056,24.62,0.003,24.62,89.992,6.648,0.99,33.358,-111.771,1.942,3.931e-6,21.026,-0.018,47.967,89.986,267.519,21.5,0.023,3.194e-4,9.796,27.476,23.025,1.712,0,0,0.219,0.596,0.297,0.178,0.12,0.602,0.437,0.56,2.896e-4,0,0,0,0,0.187,2.529,90,14.424,1002.853,0.001,340.04,0.039,8.206e5,2.6,34.253,0.05,0.023,0.002
3.931,89.113,89.113,9.011,11.171,-10.041,10.076,24.952,0.003,24.952,89.992,6.602,0.838,33.358,-111.771,1.593,3.937e-6,22.462,-0.017,46.877,89.986,267.519,21.5,0.023,3.194e-4,9.796,27.549,23.025,1.74,0,0,0.201,0.596,0.297,0.178,0.12,0.6,0.355,0.387,1.47e-7,0,0,0,0,0.232,2.321,90,14.421,1002.799,0.001,340.038,0.037,7.873e5,2.6,34.253,0.05,0.023,0.001
3.981,89.551,89.551,8.51,10.746,-9.928,9.967,25.281,0.004,25.281,89.992,6.561,0.886,33.358,-111.771,2.037,3.891e-6,23.456,-0.012,45.731,89.986,267.519,21.5,0.023,3.194e-4,9.796,27.456,23.025,1.704,0,0,0.19,0.596,0.297,0.178,0.12,0.603,0.459,0.515,-1.13e-4,0,0,0,0,0.268,2.347,90,14.418,1002.747,0.001,340.036,0.036,7.648e5,2.6,34.253,0.05,0.023,0.001
4.031,89.964,89.964,8.018,10.331,-9.844,9.885,25.607,0.004,25.607,89.992,6.514,0.895,33.358,-111.771,2.353,3.986e-6,24.982,-0.008,44.52,89.986,267.519,21.5,0.023,3.194e-4,9.796,27.391,23.025,1.679,0,0,0.18,0.596,0.297,0.178,0.12,0.605,0.535,0.575,3.668e-4,0,0,0,0,0.323,2.338,90,14.415,1002.699,0.001,340.035,0.035,7.414e5,2.6,34.253,0.05,0.023,0.001
4.081,90.352,90.352,7.526,9.926,-9.775,9.816,25.932,0.004,25.932,89.992,6.471,0.889,33.358,-111.771,2.625,3.979e-6,26.311,-0.005,43.238,89.986,267.519,21.5,0.023,3.194e-4,9.796,27.336,23.025,1.658,0,0,0.169,0.597,0.299,0.178,0.12,0.609,0.6,0.613,-4.702e-4,0,0,0,0,0.382,2.306,90,14.413,1002.653,0.001,340.033,0.034,7.177e5,2.6,34.253,0.05,0.024,0.001
4.131,90.716,90.716,7.041,9.531,-9.617,9.668,26.254,0.004,26.254,89.992,6.424,0.988,33.358,-111.771,3.412,4.183e-6,27.875,-0.003,41.885,89.986,267.519,21.5,0.023,3.194e-4,9.796,27.181,23.025,1.598,0,0,0.164,0.599,0.3,0.178,0.12,0.617,0.796,0.824,-1.308e-4,0,0,0,0,0.448,2.436,90,14.41,1002.61,0.001,340.032,0.033,7.025e5,2.6,34.253,0.05,0.024,0.001
4.181,91.057,91.057,6.564,9.149,-9.498,9.555,26.574,0.004,26.574,89.991,6.373,1.035,33.358,-111.771,3.999,4.075e-6,29.821,-9.543e-4,40.443,89.986,267.519,21.5,0.023,3.194e-4,9.796,27.069,23.025,1.556,0,0,0.159,0.6,0.302,0.178,0.12,0.625,0.946,0.933,1.275e-4,0,0,0,0,0.538,2.516,90,14.408,1002.571,0.001,340.03,0.032,6.859e5,2.6,34.253,0.05,0.024,0.001
4.231,91.373,91.373,6.091,8.778,-9.377,9.439,26.892,0.004,26.892,89.991,6.321,1.08,33.358,-111.771,4.608,3.879e-6,31.794,2.39e-4,38.903,89.986,267.519,21.5,0.023,3.194e-4,9.796,26.957,23.025,1.512,0,0,0.154,0.601,0.303,0.178,0.12,0.634,1.105,1.034,-2.056e-4,0,0,0,0,0.638,2.611,90,14.406,1002.533,0.001,340.029,0.032,6.711e5,2.6,34.253,0.05,0.024,0.001
4.281,91.666,91.666,5.625,8.421,-9.323,9.382,27.206,0.004,27.206,89.991,6.266,1.05,33.358,-111.771,4.886,4.085e-6,33.845,0.002,37.261,89.987,267.519,21.5,0.023,3.194e-4,9.796,26.907,23.025,1.493,0,0,0.147,0.603,0.305,0.178,0.12,0.639,1.179,0.995,4.369e-5,0,0,0,0,0.766,2.606,90,14.404,1002.499,0.001,340.028,0.031,6.52e5,2.6,34.253,0.05,0.024,0.001
4.331,91.935,91.935,5.159,8.078,-9.319,9.37,27.519,0.004,27.519,89.991,6.216,0.972,33.358,-111.771,4.936,3.985e-6,35.542,0.004,35.525,89.987,267.519,21.5,0.023,3.194e-4,9.796,26.898,23.025,1.49,0,0,0.137,0.606,0.307,0.178,0.12,0.643,1.193,0.87,1.417e-4,0,0,0,0,0.907,2.511,90,14.402,1002.468,0.001,340.027,0.03,6.292e5,2.6,34.253,0.05,0.025,0.001
4.381,92.182,92.182,4.695,7.751,-9.196,9.251,27.828,0.004,27.828,89.991,6.167,1.007,33.358,-111.771,5.591,3.991e-6,37.043,0.005,33.711,89.987,267.519,21.5,0.023,3.194e-4,9.796,26.784,23.025,1.446,0,0,0.135,0.607,0.308,0.178,0.12,0.653,1.372,0.963,-3.857e-4,0,0,0,0,1.021,2.618,90,14.401,1002.439,0.001,340.026,0.029,6.183e5,2.6,34.253,0.05,0.025,0.001
4.431,92.405,92.405,4.239,7.441,-9.065,9.124,28.135,0.005,28.135,89.991,6.116,1.041,33.358,-111.771,6.26,4.067e-6,38.764,0.004,31.816,89.987,267.519,21.5,0.023,3.194e-4,9.796,26.67,23.025,1.402,0,0,0.133,0.608,0.309,0.178,0.12,0.664,1.559,1.038,-2.938e-4,0,0,0,0,1.149,2.749,90,14.399,1002.412,0.001,340.025,0.029,6.099e5,2.6,34.253,0.05,0.025,0.001
4.481,92.606,92.606,3.788,7.15,-8.995,9.052,28.44,0.005,28.44,89.991,6.064,1.016,33.358,-111.771,6.645,4.101e-6,40.425,0.005,29.836,89.987,267.519,21.5,0.023,3.194e-4,9.796,26.607,23.025,1.378,0,0,0.129,0.609,0.31,0.178,0.12,0.671,1.669,0.996,-8.051e-5,0,0,0,0,1.304,2.777,90,14.398,1002.389,0.001,340.024,0.028,5.97e5,2.6,34.253,0.05,0.025,9.974e-4
4.531,92.784,92.784,3.339,6.879,-8.938,8.992,28.742,0.005,28.742,89.991,6.014,0.979,33.358,-111.771,6.982,4.098e-6,41.919,0.006,27.776,89.987,267.519,21.5,0.023,3.194e-4,9.796,26.552,23.025,1.357,0,0,0.125,0.61,0.312,0.178,0.12,0.678,1.767,0.931,-3.354e-4,0,0,0,0,1.466,2.779,90,14.397,1002.368,0.001,340.023,0.028,5.838e5,2.6,34.253,0.05,0.025,9.668e-4
4.581,92.94,92.94,2.893,6.631,-8.919,8.966,29.041,0.005,29.041,89.99,5.967,0.913,33.358,-111.771,7.187,4.036e-6,43.221,0.008,25.647,89.987,267.519,21.5,0.023,3.194e-4,9.796,26.519,23.025,1.344,0,0,0.119,0.612,0.314,0.178,0.12,0.683,1.827,0.805,3.103e-4,0,0,0,0,1.651,2.701,90,14.396,1002.35,0.001,340.023,0.027,5.671e5,2.6,34.253,0.05,0.026,9.388e-4
4.631,93.073,93.073,2.447,6.409,-8.927,8.966,29.338,0.005,29.338,89.99,5.923,0.83,33.358,-111.771,7.33,4.006e-6,44.22,0.009,23.46,89.987,267.519,21.5,0.023,3.194e-4,9.796,26.497,23.025,1.335,0,0,0.111,0.615,0.316,0.179,0.12,0.688,1.869,0.636,1.668e-4,0,0,0,0,1.86,2.539,90,14.395,1002.334,0.001,340.022,0.026,5.467e5,2.6,34.253,0.019,0.026,9.138e-4
# Event EJECTION_CHARGE occurred at t=4.65 seconds
4.65,93.119,93.119,2.274,6.33,-8.929,8.964,29.453,0.005,29.453,89.99,5.907,0.799,33.358,-111.771,7.408,4.007e-6,44.527,0.01,22.6,89.987,267.519,21.5,0.023,3.194e-4,9.796,26.484,23.025,1.331,0,0,0.108,0.616,0.317,0.179,0.12,0.691,1.892,0.575,1.883e-4,0,0,0,0,1.942,2.468,90,14.395,1002.329,0.001,340.022,0.026,5.386e5,2.6,34.253,0.003,0.026,9.049e-4
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=4.651 seconds
4.653,93.125,93.125,2.252,6.32,-20.139,43.388,29.468,0.005,29.468,89.99,5.905,38.431,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,10.647,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.463,90,14.395,1002.328,0.001,340.022,0.025,5.378e5,2.6,34.253,0.023,0.062,9.038e-4
4.676,93.171,93.171,1.788,5.328,-17.039,34.596,29.594,0.005,29.594,89.99,5.019,30.109,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,8.284,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.413,90,14.394,1002.323,0.001,340.022,0.022,4.744e5,2.6,34.253,0.029,0.062,7.637e-4
4.704,93.216,93.216,1.295,4.347,-14.364,27.132,29.726,0.005,29.726,89.99,4.149,23.018,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,6.278,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.378,90,14.394,1002.317,0.001,340.022,0.02,4.13e5,2.6,34.253,0.037,0.062,6.253e-4
4.741,93.254,93.254,0.766,3.388,-12.183,21.878,29.863,0.005,29.863,89.99,3.301,18.172,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,4.903,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.53,90,14.394,1002.313,0.001,340.022,0.017,3.65e5,2.6,34.253,0.046,0.062,4.903e-4
4.787,93.276,93.276,0.209,2.479,-10.346,16.636,29.995,0.005,29.995,89.99,2.47,13.028,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,3.488,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.486,90,14.394,1002.31,0.001,340.021,0.015,3.079e5,2.6,34.253,0.02,0.062,3.611e-4
# Event APOGEE occurred at t=4.807 seconds
4.807,93.278,93.278,0,2.207,-9.796,15.284,30.042,0.005,30.042,89.99,2.207,11.732,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,3.139,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.498,90,14.394,1002.31,0.001,340.021,0.014,2.92e5,2.6,34.253,0.065,0.062,3.218e-4
4.873,93.257,93.257,-0.641,1.575,-8.361,12.545,30.162,0.005,30.162,89.99,1.439,9.353,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.531,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.738,90,14.394,1002.313,0.001,340.022,0.012,2.623e5,2.6,34.253,0.08,0.062,2.24e-4
4.952,93.179,93.179,-1.307,1.48,-7.144,10.212,30.247,0.005,30.247,89.99,0.694,7.298,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.077,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.904,90,14.394,1002.322,0.001,340.022,0.011,2.376e5,2.6,34.253,0.098,0.062,1.887e-4
5.05,93.017,93.017,-2.007,2.007,-6.143,7.966,30.28,0.005,30.28,89.99,0.021,5.071,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,1.672,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.808,90,14.395,1002.341,0.001,340.023,0.01,2.131e5,2.6,34.253,0.126,0.062,2.445e-4
5.176,92.717,92.717,-2.778,2.855,-4.268,6.593,30.237,0.006,30.237,89.99,0.658,5.025,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,1.998,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.183,90,14.397,1002.376,0.001,340.024,0.011,2.33e5,2.6,34.253,0.152,0.062,3.518e-4
5.328,92.246,92.246,-3.425,3.708,-2.807,4.552,30.08,0.006,30.08,89.989,1.42,3.584,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.101,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.176,90,14.4,1002.431,0.001,340.026,0.011,2.389e5,2.6,34.253,0.22,0.062,4.658e-4
5.547,91.426,91.426,-4.042,4.605,-0.939,2.117,29.681,0.006,29.681,89.989,2.207,1.897,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.423,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.073,90,14.406,1002.527,0.001,340.029,0.012,2.566e5,2.6,34.253,0.233,0.063,5.883e-4
5.781,90.457,90.457,-4.261,5.018,-0.14,0.778,29.114,0.006,29.114,89.989,2.65,0.766,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.591,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.988,90,14.412,1002.641,0.001,340.033,0.013,2.654e5,2.6,34.253,0.221,0.063,6.471e-4
6.002,89.51,89.51,-4.292,5.135,-0.028,0.129,28.509,0.006,28.509,89.989,2.819,0.126,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.613,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.875,90,14.418,1002.752,0.001,340.036,0.013,2.665e5,2.6,34.253,0.22,0.063,6.652e-4
6.222,88.567,88.567,-4.298,5.156,0.002,0.19,27.887,0.006,27.887,89.988,2.847,0.19,33.358,-111.771,NaN,NaN,NaN,NaN,22.489,89.987,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.621,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.764,90,14.424,1002.863,0.001,340.04,0.013,2.669e5,2.6,34.253,0.219,0.063,6.682e-4
