# Alpha 3 -15 Angle (Up to date)
# 940 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (in),CG location (in),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (in),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.981,241.992,241.992,35.647,44.023,-16.757,17.556,-91.231,-91.166,128.974,225.021,25.833,5.235,28.609,-80.601,0.106,-0.072,-16.434,0.013,50.65,225.034,46.3,12.3,3.793e-4,1.277e-5,9.791,8.636,6.748,1.934,0,0,0.403,0.658,0.365,0.171,0.122,0.658,0.028,0.054,3.214e-4,0,0,0,0,-8.194e-4,3.285,225,13.427,984.868,0.001,339.436,0.136,9.377e5,0.976,4.831,0.045,0.051,0.006
4.026,243.579,243.579,34.889,43.281,-16.847,17.488,-92.05,-91.983,130.131,225.021,25.612,4.69,28.609,-80.601,0.275,-0.072,-5.852,-0.014,50.135,225.034,46.3,12.3,3.793e-4,1.277e-5,9.791,8.628,6.748,1.925,0,0,0.39,0.658,0.365,0.171,0.122,0.658,0.072,0.138,-6.928e-6,0,0,0,0,-1.074e-4,3.24,225,13.417,984.682,0.001,339.429,0.133,9.222e5,0.976,4.831,0.018,0.051,0.006
4.044,244.218,244.218,34.581,42.981,-16.616,17.289,-92.383,-92.315,130.601,225.021,25.525,4.778,28.609,-80.601,0.216,-0.072,-0.676,-0.009,50.077,225.034,46.3,12.3,3.793e-4,1.277e-5,9.791,8.631,6.748,1.928,0,0,0.385,0.658,0.365,0.171,0.122,0.658,0.057,0.109,8.645e-5,0,0,0,0,-1.455e-6,3.191,225,13.413,984.607,0.001,339.427,0.132,9.156e5,0.976,4.831,0.024,0.051,0.006
4.068,245.03,245.03,34.196,42.601,-15.969,16.84,-92.808,-92.74,131.203,225.021,25.406,5.347,28.609,-80.601,0.044,-0.072,-1.886,0.007,50.104,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.639,6.748,1.937,0,0,0.378,0.658,0.365,0.17,0.122,0.658,0.011,0.023,3.682e-4,0,0,0,0,-1.15e-5,3.226,225,13.407,984.512,0.001,339.424,0.131,9.084e5,0.976,4.831,0.035,0.051,0.006
4.103,246.231,246.231,33.646,42.039,-15.226,16.35,-93.443,-93.374,132.099,225.021,25.204,5.957,28.609,-80.601,0.339,-0.072,6.525,0.004,50.048,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.625,6.748,1.922,0,0,0.37,0.658,0.365,0.17,0.122,0.658,0.089,0.171,5.222e-5,0,0,0,0,1.407e-4,3.321,225,13.399,984.371,0.001,339.419,0.13,8.983e5,0.976,4.831,0.016,0.051,0.006
4.119,246.757,246.757,33.407,41.792,-15.181,16.279,-93.722,-93.653,132.494,225.021,25.11,5.879,28.609,-80.601,0.327,-0.072,12.141,0.005,49.901,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.625,6.748,1.923,0,0,0.366,0.658,0.365,0.17,0.122,0.658,0.085,0.164,9.527e-5,0,0,0,0,4.919e-4,3.347,225,13.396,984.31,0.001,339.417,0.129,8.937e5,0.976,4.831,0.016,0.051,0.006
4.135,247.305,247.305,33.157,41.535,-15.292,16.288,-94.014,-93.944,132.906,225.021,25.016,5.608,28.609,-80.601,0.23,-0.072,16.996,0.007,49.659,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.63,6.748,1.927,0,0,0.362,0.658,0.365,0.17,0.122,0.658,0.06,0.115,7.534e-5,0,0,0,0,9.745e-4,3.374,225,13.393,984.245,0.001,339.415,0.129,8.889e5,0.976,4.831,0.024,0.051,0.006
4.159,248.091,248.091,32.788,41.165,-15.742,16.476,-94.435,-94.364,133.501,225.021,24.889,4.864,28.609,-80.601,0.067,-0.072,-19.647,-0.028,49.208,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.638,6.748,1.935,0,0,0.356,0.658,0.365,0.17,0.122,0.658,0.017,0.035,2.19e-4,0,0,0,0,-0.001,3.338,225,13.387,984.153,0.001,339.412,0.127,8.81e5,0.976,4.831,0.036,0.052,0.006
4.195,249.253,249.253,32.212,40.614,-16.334,16.778,-95.063,-94.991,134.388,225.021,24.737,3.833,28.609,-80.601,0.485,-0.072,-8.266,-0.006,48.674,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.618,6.748,1.915,0,0,0.345,0.658,0.365,0.17,0.122,0.658,0.127,0.244,3.938e-4,0,0,0,0,-2.422e-4,3.108,225,13.38,984.017,0.001,339.407,0.125,8.669e5,0.976,4.831,0.012,0.052,0.006
4.207,249.631,249.631,32.02,40.435,-16.178,16.645,-95.268,-95.197,134.679,225.021,24.692,3.915,28.609,-80.601,0.436,-0.072,-2.707,-0.004,48.61,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.62,6.748,1.917,0,0,0.342,0.658,0.365,0.17,0.122,0.658,0.114,0.219,1.331e-4,0,0,0,0,-2.621e-5,3.097,225,13.377,983.973,0.001,339.406,0.125,8.632e5,0.976,4.831,0.013,0.052,0.006
4.22,250.052,250.052,31.809,40.235,-15.793,16.357,-95.498,-95.427,135.005,225.022,24.638,4.258,28.609,-80.601,0.265,-0.072,1.863,-0.003,48.607,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.628,6.748,1.925,0,0,0.339,0.658,0.365,0.17,0.122,0.658,0.069,0.134,8.715e-6,0,0,0,0,1.251e-5,3.138,225,13.375,983.923,0.001,339.404,0.124,8.598e5,0.976,4.831,0.02,0.052,0.006
4.24,250.679,250.679,31.503,39.938,-15.133,15.898,-95.843,-95.771,135.492,225.022,24.548,4.874,28.609,-80.601,0.047,-0.072,-3.983,0.043,48.675,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.639,6.748,1.936,0,0,0.335,0.658,0.365,0.17,0.122,0.658,0.012,0.024,-8.222e-5,0,0,0,0,-5.787e-5,3.199,225,13.371,983.85,0.001,339.401,0.124,8.546e5,0.976,4.831,0.03,0.052,0.006
4.27,251.609,251.609,31.064,39.497,-14.494,15.461,-96.358,-96.285,136.219,225.022,24.393,5.382,28.609,-80.601,0.335,-0.072,2.355,0.011,48.716,225.035,46.3,12.3,3.793e-4,1.277e-5,9.791,8.625,6.748,1.922,0,0,0.328,0.658,0.365,0.17,0.122,0.658,0.088,0.168,1.016e-4,0,0,0,0,2.064e-5,3.205,225,13.365,983.741,0.001,339.398,0.122,8.459e5,0.976,4.831,0.018,0.052,0.006
4.288,252.164,252.164,30.806,39.234,-14.387,15.353,-96.667,-96.594,136.656,225.022,24.297,5.36,28.609,-80.601,0.354,-0.072,8.26,0.019,48.621,225.036,46.3,12.3,3.793e-4,1.277e-5,9.791,8.624,6.748,1.921,0,0,0.324,0.658,0.366,0.17,0.122,0.658,0.093,0.178,-3.901e-5,0,0,0,0,2.573e-4,3.182,225,13.361,983.675,0.001,339.396,0.122,8.403e5,0.976,4.831,0.017,0.052,0.006
4.305,252.692,252.692,30.558,38.983,-14.444,15.337,-96.962,-96.889,137.073,225.022,24.206,5.156,28.609,-80.601,0.281,-0.072,13.388,0.032,48.433,225.036,46.3,12.3,3.793e-4,1.277e-5,9.791,8.627,6.748,1.924,0,0,0.32,0.658,0.366,0.17,0.122,0.658,0.074,0.141,-1.382e-5,0,0,0,0,6.847e-4,3.162,225,13.358,983.613,0.001,339.394,0.121,8.35e5,0.976,4.831,0.022,0.052,0.006
4.327,253.358,253.358,30.239,38.666,-14.657,15.407,-97.337,-97.263,137.602,225.022,24.097,4.748,28.609,-80.601,0.106,-0.072,17.315,0.104,48.09,225.037,46.3,12.3,3.793e-4,1.277e-5,9.791,8.635,6.748,1.933,0,0,0.315,0.658,0.366,0.17,0.122,0.658,0.028,0.052,3.663e-4,0,0,0,0,0.001,3.145,225,13.353,983.535,0.001,339.391,0.12,8.284e5,0.976,4.831,0.033,0.052,0.006
4.359,254.344,254.344,29.751,38.195,-15.046,15.588,-97.895,-97.82,138.392,225.022,23.952,4.076,28.609,-80.601,0.205,-0.072,-15.85,0.043,47.522,225.037,46.3,12.3,3.793e-4,1.277e-5,9.791,8.631,6.748,1.928,0,0,0.307,0.658,0.366,0.17,0.122,0.658,0.054,0.104,9.613e-5,0,0,0,0,-9.99e-4,3.093,225,13.347,983.42,0.001,339.387,0.118,8.183e5,0.976,4.831,0.031,0.052,0.006
4.391,255.261,255.261,29.28,37.754,-15.173,15.618,-98.421,-98.345,139.134,225.022,23.833,3.702,28.609,-80.601,0.367,-0.072,-7.507,0.015,47.151,225.037,46.3,12.3,3.793e-4,1.277e-5,9.791,8.623,6.748,1.92,0,0,0.299,0.658,0.366,0.17,0.122,0.658,0.096,0.185,-3.548e-4,0,0,0,0,-2.298e-4,2.981,225,13.341,983.312,0.001,339.383,0.117,8.08e5,0.976,4.831,0.018,0.053,0.006
4.408,255.783,255.783,29.01,37.502,-14.896,15.395,-98.723,-98.646,139.561,225.022,23.766,3.886,28.609,-80.601,0.248,-0.072,-2.292,0.017,47.066,225.037,46.3,12.3,3.793e-4,1.277e-5,9.791,8.628,6.748,1.926,0,0,0.296,0.658,0.366,0.17,0.122,0.658,0.065,0.125,-4.928e-4,0,0,0,0,-2.168e-5,2.99,225,13.337,983.251,0.001,339.381,0.116,8.031e5,0.976,4.831,0.027,0.053,0.005
4.435,256.555,256.555,28.621,37.13,-14.17,14.878,-99.172,-99.095,140.196,225.022,23.653,4.536,28.609,-80.601,0.135,-0.072,1.017,-0.017,47.04,225.036,46.3,12.3,3.793e-4,1.277e-5,9.791,8.634,6.748,1.931,0,0,0.292,0.658,0.366,0.17,0.122,0.658,0.035,0.068,1.945e-4,0,0,0,0,4.324e-6,3.126,225,13.332,983.16,0.001,339.378,0.115,7.976e5,0.976,4.831,0.04,0.053,0.005
4.475,257.693,257.693,28.067,36.58,-13.571,14.455,-99.841,-99.763,141.141,225.022,23.459,4.976,28.609,-80.601,0.424,-0.072,11.859,-1.785e-4,46.805,225.036,46.3,12.3,3.793e-4,1.277e-5,9.791,8.62,6.748,1.917,0,0,0.285,0.657,0.366,0.17,0.122,0.658,0.111,0.213,4.952e-4,0,0,0,0,6.014e-4,3.288,225,13.325,983.027,0.001,339.374,0.114,7.889e5,0.976,4.831,0.016,0.053,0.005
4.492,258.147,258.147,27.847,36.359,-13.579,14.429,-100.11,-100.032,141.522,225.022,23.378,4.879,28.609,-80.601,0.387,-0.072,17.295,0.004,46.567,225.036,46.3,12.3,3.793e-4,1.277e-5,9.791,8.622,6.748,1.919,0,0,0.283,0.657,0.366,0.17,0.122,0.658,0.101,0.193,5.913e-5,0,0,0,0,0.001,3.344,225,13.322,982.974,0.001,339.372,0.114,7.852e5,0.976,4.831,0.018,0.053,0.005
4.51,258.651,258.651,27.598,36.114,-13.782,14.515,-100.41,-100.332,141.946,225.022,23.292,4.556,28.609,-80.601,0.221,-0.072,21.931,0.023,46.207,225.037,46.3,12.3,3.793e-4,1.277e-5,9.791,8.63,6.748,1.927,0,0,0.28,0.657,0.366,0.17,0.122,0.658,0.058,0.109,-3.715e-4,0,0,0,0,0.002,3.373,225,13.319,982.915,0.001,339.37,0.113,7.808e5,0.976,4.831,0.027,0.053,0.005
4.537,259.398,259.398,27.217,35.748,-14.239,14.769,-100.859,-100.779,142.579,225.023,23.177,3.921,28.609,-80.601,0.132,-0.072,-22.763,0.06,45.581,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.634,6.748,1.931,0,0,0.274,0.657,0.366,0.17,0.122,0.657,0.034,0.068,4.801e-4,0,0,0,0,-0.002,3.371,225,13.314,982.827,0.001,339.367,0.112,7.735e5,0.976,4.831,0.041,0.053,0.005
4.578,260.498,260.498,26.625,35.204,-14.636,15,-101.527,-101.446,143.524,225.023,23.031,3.282,28.609,-80.601,0.489,-0.072,-12.003,0.02,44.841,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.617,6.748,1.913,0,0,0.266,0.657,0.366,0.17,0.122,0.658,0.128,0.246,-1.04e-4,0,0,0,0,-6.608e-4,3.289,225,13.307,982.698,0.001,339.363,0.11,7.616e5,0.976,4.831,0.015,0.053,0.005
4.593,260.9,260.9,26.403,35.004,-14.572,14.931,-101.773,-101.692,143.872,225.023,22.982,3.253,28.609,-80.601,0.49,-0.072,-6.311,0.014,44.703,225.037,46.3,12.3,3.793e-4,1.277e-5,9.791,8.616,6.748,1.913,0,0,0.263,0.657,0.366,0.17,0.122,0.658,0.128,0.246,-2.724e-4,0,0,0,0,-1.848e-4,3.245,225,13.304,982.651,0.001,339.361,0.11,7.57e5,0.976,4.831,0.015,0.053,0.005
4.608,261.302,261.302,26.182,34.804,-14.306,14.712,-102.022,-101.941,144.223,225.023,22.931,3.432,28.609,-80.601,0.357,-0.072,-1.237,0.009,44.647,225.037,46.3,12.3,3.793e-4,1.277e-5,9.791,8.623,6.748,1.92,0,0,0.26,0.657,0.366,0.17,0.122,0.658,0.093,0.179,3.708e-4,0,0,0,0,-7.176e-6,3.247,225,13.302,982.604,0.001,339.36,0.109,7.531e5,0.976,4.831,0.021,0.053,0.005
4.63,261.852,261.852,25.885,34.531,-13.75,14.287,-102.364,-102.283,144.707,225.023,22.854,3.883,28.609,-80.601,0.038,-0.072,1.927,0.025,44.663,225.037,46.3,12.3,3.793e-4,1.277e-5,9.791,8.638,6.748,1.936,0,0,0.257,0.657,0.366,0.17,0.122,0.657,0.01,0.019,-2.812e-4,0,0,0,0,1.762e-5,3.303,225,13.298,982.539,0.001,339.357,0.108,7.485e5,0.976,4.831,0.032,0.054,0.005
4.661,262.666,262.666,25.462,34.126,-13.021,13.765,-102.875,-102.793,145.429,225.023,22.721,4.464,28.609,-80.601,0.389,-0.072,2.503,0.015,44.677,225.037,46.3,12.3,3.793e-4,1.277e-5,9.791,8.621,6.748,1.918,0,0,0.252,0.657,0.366,0.17,0.122,0.658,0.102,0.195,-9.246e-5,0,0,0,0,3.03e-5,3.381,225,13.293,982.444,0.001,339.354,0.107,7.416e5,0.976,4.831,0.02,0.054,0.005
4.681,263.177,263.177,25.202,33.871,-12.782,13.587,-103.199,-103.116,145.886,225.023,22.629,4.61,28.609,-80.601,0.514,-0.072,9.191,0.015,44.562,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.615,6.748,1.912,0,0,0.249,0.657,0.366,0.17,0.121,0.658,0.135,0.257,-7.83e-5,0,0,0,0,4.132e-4,3.425,225,13.289,982.384,0.001,339.352,0.107,7.372e5,0.976,4.831,0.015,0.054,0.005
4.697,263.564,263.564,25.005,33.677,-12.744,13.539,-103.445,-103.362,146.235,225.023,22.558,4.573,28.609,-80.601,0.512,-0.072,14.867,0.024,44.377,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.615,6.748,1.912,0,0,0.247,0.657,0.366,0.17,0.121,0.658,0.134,0.256,3.767e-4,0,0,0,0,0.001,3.458,225,13.287,982.338,0.001,339.351,0.106,7.339e5,0.976,4.831,0.016,0.054,0.005
4.712,263.953,263.953,24.805,33.482,-12.912,13.613,-103.694,-103.611,146.587,225.023,22.488,4.315,28.609,-80.601,0.364,-0.072,19.76,0.027,44.104,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.622,6.748,1.919,0,0,0.244,0.657,0.366,0.17,0.121,0.657,0.095,0.181,4.341e-5,0,0,0,0,0.002,3.432,225,13.284,982.293,0.001,339.349,0.106,7.296e5,0.976,4.831,0.022,0.054,0.005
4.735,264.504,264.504,24.513,33.204,-13.288,13.826,-104.049,-103.965,147.089,225.023,22.397,3.819,28.609,-80.601,0.051,-0.072,22.962,0.134,43.617,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.637,6.748,1.935,0,0,0.24,0.657,0.366,0.17,0.121,0.657,0.013,0.022,-6.747e-5,0,0,0,0,0.003,3.373,225,13.281,982.228,0.001,339.347,0.105,7.233e5,0.976,4.831,0.034,0.054,0.005
4.768,265.319,265.319,24.058,32.79,-13.686,14.074,-104.58,-104.495,147.838,225.023,22.28,3.283,28.609,-80.601,0.307,-0.072,-19.19,0.004,42.89,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.625,6.748,1.922,0,0,0.234,0.657,0.366,0.17,0.121,0.657,0.08,0.157,3.744e-6,0,0,0,0,-0.002,3.342,225,13.275,982.133,0.001,339.344,0.104,7.147e5,0.976,4.831,0.027,0.054,0.005
4.795,265.962,265.962,23.689,32.461,-13.699,14.058,-105.004,-104.918,148.437,225.023,22.194,3.159,28.609,-80.601,0.378,-0.072,-12.73,-0.004,42.458,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.621,6.748,1.919,0,0,0.23,0.657,0.366,0.17,0.121,0.657,0.099,0.191,-1.826e-4,0,0,0,0,-8.581e-4,3.356,225,13.271,982.057,0.001,339.341,0.103,7.085e5,0.976,4.831,0.023,0.054,0.005
4.818,266.493,266.493,23.382,32.188,-13.448,13.848,-105.358,-105.271,148.937,225.023,22.121,3.306,28.609,-80.601,0.248,-0.072,-7.887,-0.011,42.229,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.628,6.748,1.925,0,0,0.227,0.657,0.366,0.17,0.121,0.657,0.065,0.126,-3.058e-4,0,0,0,0,-3.335e-4,3.417,225,13.268,981.995,0.001,339.339,0.102,7.04e5,0.976,4.831,0.034,0.054,0.005
4.852,267.277,267.277,22.936,31.784,-12.922,13.43,-105.886,-105.799,149.684,225.024,22.003,3.662,28.609,-80.601,0.066,-0.072,5.906,-0.001,42.014,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.636,6.748,1.934,0,0,0.223,0.657,0.366,0.17,0.121,0.657,0.017,0.033,2e-4,0,0,0,0,1.904e-4,3.517,225,13.263,981.903,0.001,339.336,0.101,6.976e5,0.976,4.831,0.05,0.055,0.005
4.902,268.408,268.408,22.297,31.198,-12.689,13.195,-106.661,-106.573,150.779,225.024,21.821,3.617,28.609,-80.601,0.13,-0.072,9.253,-0.005,41.64,225.038,46.3,12.3,3.793e-4,1.277e-5,9.791,8.633,6.748,1.931,0,0,0.214,0.657,0.366,0.17,0.121,0.657,0.034,0.064,2.168e-5,0,0,0,0,4.862e-4,3.373,225,13.255,981.77,0.001,339.332,0.099,6.839e5,0.976,4.831,0.05,0.055,0.005
4.952,269.507,269.507,21.671,30.623,-12.435,12.963,-107.43,-107.34,151.866,225.024,21.637,3.663,28.609,-80.601,0.23,-0.072,15.549,0.033,41.025,225.039,46.3,12.3,3.793e-4,1.277e-5,9.791,8.628,6.748,1.926,0,0,0.208,0.657,0.366,0.17,0.121,0.657,0.06,0.114,-4.499e-4,0,0,0,0,0.001,3.473,225,13.248,981.641,0.001,339.327,0.098,6.742e5,0.976,4.831,0.042,0.055,0.004
4.994,270.402,270.402,21.143,30.15,-12.781,13.165,-108.068,-107.978,152.768,225.024,21.495,3.154,28.609,-80.601,0.138,-0.072,-16.526,0.049,40.325,225.04,46.3,12.3,3.793e-4,1.277e-5,9.791,8.633,6.748,1.93,0,0,0.201,0.657,0.366,0.17,0.121,0.657,0.036,0.071,-2.62e-4,0,0,0,0,-0.002,3.293,225,13.242,981.536,0.001,339.324,0.096,6.622e5,0.976,4.831,0.05,0.055,0.004
5.044,271.443,271.443,20.507,29.595,-12.596,12.983,-108.826,-108.734,153.838,225.024,21.339,3.145,28.609,-80.601,0.092,-0.072,-12.21,0.094,39.616,225.04,46.3,12.3,3.793e-4,1.277e-5,9.791,8.635,6.748,1.932,0,0,0.195,0.657,0.366,0.17,0.121,0.657,0.024,0.048,4.733e-5,0,0,0,0,-9.301e-4,3.354,225,13.236,981.414,0.001,339.32,0.095,6.524e5,0.976,4.831,0.05,0.055,0.004
5.094,272.453,272.453,19.883,29.051,-12.355,12.753,-109.578,-109.485,154.901,225.024,21.181,3.163,28.609,-80.601,0.001,-0.072,0,0,39.046,225.04,46.3,12.3,3.793e-4,1.277e-5,9.791,8.639,6.748,1.937,0,0,0.189,0.657,0.366,0.17,0.121,0.657,3.676e-4,6.037e-4,-4.46e-4,0,0,0,0,0,3.333,225,13.229,981.296,0.001,339.316,0.093,6.415e5,0.976,4.831,0.05,0.055,0.004
5.144,273.432,273.432,19.273,28.519,-12.046,12.479,-110.325,-110.231,155.956,225.024,21.02,3.258,28.609,-80.601,0.166,-0.072,13.308,-0.08,38.453,225.039,46.3,12.3,3.793e-4,1.277e-5,9.791,8.631,6.748,1.928,0,0,0.183,0.657,0.366,0.17,0.121,0.657,0.043,0.082,-4.745e-4,0,0,0,0,0.001,3.395,225,13.223,981.181,0.001,339.312,0.092,6.321e5,0.976,4.831,0.05,0.055,0.004
5.194,274.381,274.381,18.671,27.997,-12.075,12.456,-111.066,-110.971,157.004,225.025,20.862,3.057,28.609,-80.601,0.042,-0.072,16.303,-0.206,37.699,225.039,46.3,12.3,3.793e-4,1.277e-5,9.791,8.637,6.748,1.935,0,0,0.177,0.657,0.366,0.17,0.121,0.657,0.011,0.019,3.863e-5,0,0,0,0,0.002,3.333,225,13.217,981.07,0.001,339.308,0.09,6.21e5,0.976,4.831,0.05,0.055,0.004
5.244,275.299,275.299,18.068,27.485,-12.033,12.388,-111.801,-111.705,158.043,225.025,20.712,2.943,28.609,-80.601,0.018,-0.072,-16.302,0.401,36.878,225.041,46.3,12.3,3.793e-4,1.277e-5,9.791,8.638,6.748,1.936,0,0,0.171,0.657,0.366,0.17,0.121,0.657,0.005,0.011,4.524e-4,0,0,0,0,-0.002,3.356,225,13.211,980.962,0.001,339.304,0.089,6.115e5,0.976,4.831,0.05,0.056,0.004
5.294,276.187,276.187,17.468,26.984,-11.941,12.282,-112.532,-112.434,159.075,225.025,20.567,2.872,28.609,-80.601,0.032,-0.072,-15.505,0.485,36.081,225.042,46.3,12.3,3.793e-4,1.277e-5,9.791,8.638,6.748,1.935,0,0,0.166,0.657,0.366,0.17,0.121,0.657,0.008,0.018,-1.957e-4,0,0,0,0,-0.002,3.377,225,13.205,980.858,0.001,339.301,0.087,6.022e5,0.976,4.831,0.05,0.056,0.004
5.344,277.046,277.046,16.875,26.494,-11.811,12.146,-113.257,-113.158,160.1,225.025,20.425,2.829,28.609,-80.601,0.009,-0.072,-14.877,0.496,35.324,225.041,46.3,12.3,3.793e-4,1.277e-5,9.791,8.639,6.748,1.936,0,0,0.161,0.657,0.366,0.17,0.121,0.657,0.002,0.006,4.444e-4,0,0,0,0,-0.002,3.379,225,13.199,980.757,0.001,339.298,0.086,5.928e5,0.976,4.831,0.05,0.056,0.004
5.394,277.875,277.875,16.287,26.014,-11.689,12.015,-113.977,-113.877,161.117,225.025,20.284,2.777,28.609,-80.601,0.01,-0.072,14.782,-1.429,34.582,225.04,46.3,12.3,3.793e-4,1.277e-5,9.791,8.638,6.748,1.936,0,0,0.156,0.657,0.366,0.17,0.121,0.657,0.003,0.003,4.759e-4,0,0,0,0,0.002,3.35,225,13.194,980.66,0.001,339.294,0.085,5.831e5,0.976,4.831,0.05,0.056,0.004
5.444,278.675,278.675,15.708,25.545,-11.461,11.804,-114.692,-114.591,162.128,225.025,20.144,2.827,28.609,-80.601,0.143,-0.072,16.435,-0.147,33.81,225.039,46.3,12.3,3.793e-4,1.277e-5,9.791,8.632,6.748,1.929,0,0,0.152,0.657,0.366,0.17,0.121,0.657,0.037,0.07,-1.839e-4,0,0,0,0,0.002,3.438,225,13.189,980.566,0.001,339.291,0.084,5.756e5,0.976,4.831,0.05,0.056,0.004
5.494,279.446,279.446,15.134,25.087,-11.536,11.832,-115.403,-115.3,163.132,225.025,20.007,2.632,28.609,-80.601,0.026,-0.072,-17.851,-0.43,32.938,225.04,46.3,12.3,3.793e-4,1.277e-5,9.791,8.638,6.748,1.935,0,0,0.146,0.657,0.366,0.17,0.121,0.657,0.007,0.015,-5.374e-5,0,0,0,0,-0.003,3.329,225,13.184,980.476,0.001,339.288,0.082,5.65e5,0.976,4.831,0.05,0.056,0.004
5.544,280.188,280.188,14.557,24.639,-11.496,11.772,-116.108,-116.005,164.129,225.026,19.879,2.534,28.609,-80.601,0.082,-0.072,-16.363,0.112,32.079,225.042,46.3,12.3,3.793e-4,1.277e-5,9.791,8.635,6.748,1.932,0,0,0.141,0.657,0.366,0.17,0.121,0.657,0.021,0.044,-3.345e-4,0,0,0,0,-0.002,3.273,225,13.179,980.389,0.001,339.285,0.081,5.555e5,0.976,4.831,0.05,0.056,0.004
5.594,280.902,280.902,13.988,24.203,-11.253,11.549,-116.81,-116.705,165.12,225.026,19.751,2.594,28.609,-80.601,0.082,-0.072,16.185,0.242,31.278,225.043,46.3,12.3,3.793e-4,1.277e-5,9.791,8.635,6.748,1.932,0,0,0.138,0.657,0.366,0.17,0.121,0.657,0.021,0.039,4.158e-4,0,0,0,0,0.002,3.351,225,13.174,980.305,0.001,339.282,0.08,5.485e5,0.976,4.831,0.05,0.056,0.003
5.644,281.587,281.587,13.424,23.778,-11.365,11.609,-117.506,-117.4,166.104,225.026,19.626,2.366,28.609,-80.601,0.139,-0.072,-15.841,-0.017,30.461,225.042,46.3,12.3,3.793e-4,1.277e-5,9.791,8.632,6.748,1.929,0,0,0.132,0.657,0.366,0.17,0.121,0.657,0.036,0.072,-5.835e-6,0,0,0,0,-0.002,3.072,225,13.17,980.225,0.001,339.28,0.078,5.355e5,0.976,4.831,0.05,0.056,0.003
5.694,282.244,282.244,12.861,23.365,-11.093,11.357,-118.199,-118.092,167.082,225.026,19.507,2.433,28.609,-80.601,0.069,-0.072,14.656,-0.348,29.714,225.04,46.3,12.3,3.793e-4,1.277e-5,9.791,8.635,6.748,1.933,0,0,0.128,0.657,0.366,0.17,0.121,0.657,0.018,0.032,-2.818e-4,0,0,0,0,0.002,3.091,225,13.165,980.147,0.001,339.277,0.077,5.28e5,0.976,4.831,0.05,0.056,0.003
5.744,282.873,282.873,12.314,22.964,-10.801,11.093,-118.887,-118.778,168.055,225.026,19.383,2.529,28.609,-80.601,0.315,-0.072,18.286,-0.054,28.907,225.041,46.3,12.3,3.793e-4,1.277e-5,9.791,8.623,6.748,1.921,0,0,0.125,0.657,0.366,0.17,0.121,0.657,0.082,0.155,3.624e-4,0,0,0,0,0.003,3.211,225,13.161,980.074,0.001,339.275,0.076,5.225e5,0.976,4.831,0.05,0.057,0.003
5.794,283.476,283.476,11.774,22.573,-10.844,11.108,-119.57,-119.461,169.021,225.026,19.259,2.409,28.609,-80.601,0.187,-0.072,22.97,0.015,27.864,225.042,46.3,12.3,3.793e-4,1.277e-5,9.791,8.629,6.748,1.927,0,0,0.122,0.657,0.366,0.17,0.121,0.657,0.049,0.089,4.302e-4,0,0,0,0,0.005,3.19,225,13.157,980.003,0.001,339.272,0.075,5.147e5,0.976,4.831,0.05,0.057,0.003
