# Alpha 3 -15 Angle (Up to date)
# 940 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (in),CG location (in),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (in),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,75,0,0,0,75,225,57.1,23.1,4.12e-4,1.321e-5,9.792,NaN,7.17,NaN,0,0,1.336e-4,0.784,0.49,0.174,0.12,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.884,225,15,1013.25,0.001,340.389,0.011,8.062e4,0.976,4.831,0.01,0.001,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,75,0,0,0,75,225,57.094,23.094,4.119e-4,1.321e-5,9.792,NaN,7.169,NaN,0.305,0.546,1.331e-4,0.785,0.491,0.174,0.12,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.877,225,15,1013.25,0.001,340.389,0.011,8.047e4,0.976,4.831,0.01,0.002,0
0.02,0,0,0.001,0.004,0.675,2.334,0,0,0,0,0.004,2.234,28.61,-80.6,74.983,0,0,0,75,225,57.088,23.088,4.119e-4,1.321e-5,9.792,NaN,7.169,NaN,0.61,1.092,1.333e-4,0.785,0.491,0.174,0.12,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.87,225,15,1013.25,0.001,340.389,0.011,8.039e4,0.976,4.831,0.011,0.002,5.051e-7
0.031,1.678e-4,1.678e-4,0.04,0.054,6.358,7.381,-1.462e-4,-1.462e-4,2.067e-4,225,0.037,3.75,28.61,-80.6,74.415,0,0,0,75,225,57.082,23.082,4.119e-4,1.321e-5,9.792,NaN,7.169,NaN,0.946,1.692,1.498e-4,0.784,0.49,0.174,0.12,0.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.862,225,15,1013.25,0.001,340.389,0.011,8.091e4,0.976,4.831,0.01,0.002,7.871e-6
0.041,0.001,0.001,0.157,0.18,17.14,18.376,-5.718e-4,-5.718e-4,8.086e-4,225,0.089,6.625,28.61,-80.6,72.716,0,0,0,75,225,57.047,23.047,4.118e-4,1.321e-5,9.792,NaN,7.168,NaN,1.582,2.832,2.045e-4,0.782,0.488,0.174,0.12,0.044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.854,225,15,1013.25,0.001,340.389,0.012,8.189e4,0.976,4.831,0.01,0.002,2.615e-5
0.051,0.004,0.004,0.383,0.418,27.937,29.506,-0.001,-0.001,0.002,225,0.169,9.495,28.61,-80.6,69.552,0,0,0,75,225,57.011,23.011,4.117e-4,1.32e-5,9.792,NaN,7.167,NaN,2.218,3.973,3.381e-4,0.779,0.486,0.174,0.12,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.843,225,15,1013.25,0.001,340.389,0.012,8.365e4,0.976,4.831,0.01,0.005,5.994e-5
0.061,0.009,0.009,0.716,0.768,38.746,40.671,-0.003,-0.003,0.004,225,0.278,12.363,28.61,-80.6,65.043,0,0,0,75,225,56.976,22.976,4.116e-4,1.32e-5,9.792,NaN,7.166,NaN,2.854,5.116,6.082e-4,0.776,0.482,0.174,0.12,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.801,225,15,1013.249,0.001,340.389,0.012,8.595e4,0.976,4.831,0.01,0.005,1.093e-4
0.071,0.018,0.018,1.158,1.23,49.57,51.852,-0.005,-0.005,0.008,225,0.416,15.213,28.61,-80.6,59.5,0,0,0,75,225,56.941,22.941,4.116e-4,1.32e-5,9.792,NaN,7.165,NaN,3.49,6.26,0.001,0.77,0.476,0.173,0.12,0.201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.758,225,15,1013.248,0.001,340.389,0.013,8.99e4,0.976,4.831,0.01,0.005,1.741e-4
# Event LIFTOFF occurred at t=0.081 seconds
0.081,0.033,0.033,1.708,1.804,60.872,63.019,-0.009,-0.009,0.013,225,0.583,16.311,28.61,-80.6,53.333,0,0,0,75,225,56.905,22.905,4.115e-4,1.32e-5,9.792,NaN,7.163,NaN,4.126,7.405,0.002,0.762,0.468,0.173,0.12,0.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.715,225,15,1013.246,0.001,340.389,0.014,9.598e4,0.976,4.831,0.011,0.005,2.546e-4
0.092,0.055,0.055,2.443,2.564,72.778,75.345,-0.014,-0.014,0.02,225,0.78,19.501,28.61,-80.6,46.227,0,0,0,75,225,56.866,22.866,4.114e-4,1.32e-5,9.792,NaN,7.162,NaN,4.826,8.667,0.004,0.75,0.457,0.173,0.12,0.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.669,225,15,1013.244,0.001,340.389,0.015,1.053e5,0.976,4.831,0.01,0.005,3.603e-4
0.102,0.084,0.084,3.263,3.413,91.368,94.591,-0.021,-0.021,0.029,225,0.999,24.482,28.61,-80.6,39.874,0,0,0,75,225,56.776,22.776,4.111e-4,1.319e-5,9.792,NaN,7.159,NaN,5.913,10.636,0.006,0.737,0.445,0.172,0.12,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.639,225,14.999,1013.24,0.001,340.389,0.017,1.177e5,0.976,4.831,0.01,0.006,4.784e-4
0.112,0.121,0.121,4.27,4.455,109.999,113.879,-0.029,-0.029,0.04,225,1.269,29.474,28.61,-80.6,34.118,0,0,0,75,225,56.686,22.686,4.109e-4,1.319e-5,9.792,NaN,7.156,NaN,7,12.612,0.009,0.722,0.429,0.172,0.12,0.717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.663,225,14.999,1013.236,0.001,340.388,0.019,1.354e5,0.976,4.831,0.01,0.006,6.233e-4
0.122,0.17,0.17,5.463,5.69,128.666,133.205,-0.039,-0.039,0.055,225,1.589,34.476,28.61,-80.6,29.003,0,0,0,75,225,56.595,22.595,4.107e-4,1.319e-5,9.792,NaN,7.154,NaN,8.088,14.594,0.014,0.705,0.414,0.172,0.12,0.799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.687,225,14.999,1013.23,0.001,340.388,0.022,1.576e5,0.976,4.831,0.009,0.006,7.95e-4
0.131,0.223,0.223,6.666,6.935,145.099,150.218,-0.049,-0.049,0.07,225,1.911,38.879,28.61,-80.6,25.132,0,0,0,75,225,56.516,22.516,4.105e-4,1.318e-5,9.792,NaN,7.151,NaN,9.043,16.341,0.019,0.692,0.4,0.171,0.12,0.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.709,225,14.999,1013.224,0.001,340.388,0.026,1.81e5,0.976,4.831,0.008,0.006,9.682e-4
0.139,0.283,0.283,7.921,8.234,160.478,166.139,-0.062,-0.062,0.087,225,2.247,43,28.61,-80.6,22.032,0,0,0,75,225,56.441,22.441,4.103e-4,1.318e-5,9.792,NaN,7.149,NaN,9.936,17.978,0.025,0.679,0.388,0.171,0.12,0.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.728,225,14.998,1013.217,0.001,340.388,0.029,2.059e5,0.976,4.831,0.006,0.006,0.001
0.145,0.334,0.334,8.921,9.269,168.815,174.77,-0.072,-0.072,0.101,225,2.515,45.234,28.61,-80.6,20.052,0,0,0,75,225,56.352,22.352,4.1e-4,1.318e-5,9.792,NaN,7.146,NaN,10.412,18.869,0.03,0.671,0.38,0.171,0.12,0.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.743,225,14.998,1013.211,0.001,340.388,0.032,2.262e5,0.976,4.831,0.005,0.006,0.001
0.15,0.384,0.384,9.851,10.232,176.234,182.451,-0.082,-0.082,0.116,225,2.765,47.222,28.61,-80.6,18.502,0,0,0,75,225,56.273,22.273,4.098e-4,1.317e-5,9.792,NaN,7.143,NaN,10.835,19.663,0.036,0.663,0.373,0.171,0.12,0.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.756,225,14.998,1013.205,0.001,340.387,0.035,2.452e5,0.976,4.831,0.005,0.006,0.001
0.155,0.435,0.435,10.729,11.141,182.965,189.419,-0.092,-0.092,0.13,225,3,49.025,28.61,-80.6,17.257,0,0,0,75,225,56.201,22.201,4.096e-4,1.317e-5,9.792,NaN,7.141,NaN,11.218,20.384,0.041,0.657,0.367,0.171,0.12,0.854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.771,225,14.997,1013.199,0.001,340.387,0.037,2.633e5,0.976,4.831,0.004,0.006,0.002
# Event LAUNCHROD occurred at t=0.16 seconds
0.16,0.485,0.485,11.564,12.005,189.808,195.84,-0.102,-0.102,0.144,225,3.224,48.229,28.61,-80.6,16.22,0,0,0,75,225,56.135,22.135,4.095e-4,1.317e-5,9.792,8.032,7.139,0.915,11.57,21.048,0.046,0.657,0.366,0.17,0.12,0.852,5.267,4.82,-2.133e-4,0,0,0,0,0,3.785,225,14.997,1013.193,0.001,340.387,0.04,2.806e5,0.976,4.831,0.006,0.007,0.002
0.166,0.561,0.561,12.778,13.257,198.515,204.779,-0.117,-0.117,0.165,225,3.531,50.261,28.61,-80.6,14.843,0,5.994,-6.846e-5,74.982,225,56.043,22.043,4.092e-4,1.316e-5,9.792,8.071,7.136,0.958,12.059,21.975,0.054,0.657,0.366,0.17,0.12,0.845,4.743,4.544,4.543e-4,0,0,0,0,0.001,3.805,225,14.996,1013.184,0.001,340.387,0.043,3.058e5,0.976,4.831,0.006,0.007,0.002
0.172,0.635,0.635,13.908,14.422,206.271,212.776,-0.131,-0.131,0.185,225,3.817,52.213,28.61,-80.6,13.711,0,11.926,-6.538e-4,74.932,225,55.961,21.961,4.09e-4,1.316e-5,9.792,8.105,7.133,0.995,12.497,22.806,0.062,0.656,0.366,0.17,0.12,0.834,4.322,4.299,1.832e-4,0,0,0,0,0.004,3.822,225,14.996,1013.175,0.001,340.386,0.047,3.293e5,0.976,4.831,0.005,0.007,0.002
0.177,0.709,0.709,14.974,15.522,213.312,220.073,-0.145,-0.145,0.205,225,4.088,54.132,28.61,-80.6,12.747,0,17.813,-7.277e-4,74.856,225,55.886,21.886,4.088e-4,1.316e-5,9.792,8.135,7.13,1.029,12.896,23.564,0.07,0.656,0.366,0.17,0.12,0.823,3.97,4.076,4.144e-4,0,0,0,0,0.007,3.838,225,14.995,1013.167,0.001,340.386,0.05,3.516e5,0.976,4.831,0.005,0.007,0.002
0.181,0.781,0.781,15.992,16.573,219.796,226.83,-0.159,-0.159,0.225,225,4.347,56.048,28.61,-80.6,11.901,0,23.665,-0.001,74.759,225,55.817,21.817,4.086e-4,1.316e-5,9.792,8.162,7.128,1.058,13.264,24.268,0.077,0.656,0.366,0.17,0.12,0.811,3.668,3.871,-3.288e-4,0,0,0,0,0.011,3.852,225,14.995,1013.158,0.001,340.386,0.053,3.73e5,0.976,4.831,0.004,0.007,0.002
0.186,0.854,0.854,16.972,17.584,225.834,233.159,-0.173,-0.173,0.245,225,4.597,57.984,28.61,-80.6,11.145,0,29.488,-8.238e-4,74.642,225,55.752,21.752,4.085e-4,1.315e-5,9.792,8.186,7.126,1.086,13.609,24.927,0.085,0.656,0.366,0.17,0.12,0.799,3.401,3.678,-2.305e-5,0,0,0,0,0.016,3.866,225,14.994,1013.15,0.001,340.386,0.056,3.936e5,0.976,4.831,0.006,0.007,0.002
0.192,0.962,0.962,18.385,19.043,234.205,242.008,-0.194,-0.194,0.274,225,4.962,60.957,28.61,-80.6,10.132,0,38.16,-9.002e-4,74.435,225,55.662,21.662,4.082e-4,1.315e-5,9.792,8.221,7.123,1.124,14.09,25.851,0.096,0.656,0.366,0.17,0.12,0.783,3.052,3.409,-7.918e-5,0,0,0,0,0.022,3.885,225,14.994,1013.137,0.001,340.385,0.06,4.234e5,0.976,4.831,0.004,0.007,0.003
0.196,1.035,1.035,19.271,19.959,223.782,231.331,-0.208,-0.208,0.294,225,5.194,58.615,28.61,-80.6,9.529,0,43.926,-0.001,74.276,225,55.601,21.601,4.081e-4,1.315e-5,9.792,8.242,7.121,1.148,13.488,24.773,0.104,0.656,0.366,0.17,0.121,0.773,2.848,3.242,1.9e-4,0,0,0,0,0.027,3.897,225,14.993,1013.129,0.001,340.385,0.063,4.422e5,0.976,4.831,0.004,0.007,0.003
0.2,1.109,1.109,20.088,20.803,213.7,221.023,-0.222,-0.222,0.314,225,5.408,56.423,28.61,-80.6,8.983,0,49.665,-0.001,74.102,225,55.543,21.543,4.079e-4,1.314e-5,9.792,8.261,7.119,1.17,12.908,23.732,0.111,0.656,0.366,0.17,0.121,0.763,2.665,3.085,-3.672e-4,0,0,0,0,0.032,3.908,225,14.993,1013.12,0.001,340.385,0.065,4.595e5,0.976,4.831,0.004,0.008,0.003
0.203,1.183,1.183,20.845,21.587,203.854,210.983,-0.236,-0.236,0.334,225,5.609,54.379,28.61,-80.6,8.443,0,55.371,-0.002,73.911,225,55.486,21.486,4.078e-4,1.314e-5,9.792,8.281,7.117,1.192,12.343,22.718,0.117,0.656,0.366,0.17,0.121,0.754,2.486,2.926,1.711e-4,0,0,0,0,0.038,3.904,225,14.992,1013.111,0.001,340.384,0.067,4.755e5,0.976,4.831,0.006,0.008,0.003
0.209,1.307,1.307,21.976,22.758,188.136,194.986,-0.259,-0.259,0.367,225,5.914,51.231,28.61,-80.6,7.621,-3.48e-7,64.564,-0.002,73.565,225,55.396,21.396,4.075e-4,1.314e-5,9.792,8.311,7.114,1.226,11.446,21.101,0.127,0.656,0.366,0.17,0.121,0.74,2.219,2.674,1.258e-4,0,0,0,0,0.046,3.896,225,14.992,1013.097,0.001,340.384,0.071,4.994e5,0.976,4.831,0.004,0.008,0.003
0.213,1.386,1.386,22.622,23.427,176.613,183.229,-0.274,-0.274,0.388,225,6.091,48.793,28.61,-80.6,7.135,-4.043e-7,70.211,-0.003,73.327,225,55.355,21.355,4.074e-4,1.314e-5,9.792,8.33,7.113,1.246,10.792,19.909,0.132,0.656,0.366,0.17,0.121,0.731,2.064,2.521,-2.25e-4,0,0,0,0,0.052,3.891,225,14.991,1013.087,0.001,340.383,0.073,5.131e5,0.976,4.831,0.004,0.008,0.003
0.216,1.467,1.467,23.229,24.058,165.02,171.406,-0.29,-0.29,0.41,225,6.26,46.351,28.61,-80.6,6.66,-4.199e-7,75.834,-0.002,73.067,225,55.314,21.314,4.073e-4,1.314e-5,9.792,8.348,7.111,1.267,10.135,18.711,0.138,0.656,0.366,0.17,0.121,0.723,1.914,2.366,2.081e-4,0,0,0,0,0.058,3.885,225,14.99,1013.078,0.001,340.383,0.074,5.26e5,0.976,4.831,0.004,0.008,0.003
0.22,1.552,1.552,23.803,24.654,153.258,159.413,-0.306,-0.306,0.433,225,6.423,43.87,28.61,-80.6,6.188,-3.822e-7,81.433,-0.003,72.783,225,55.272,21.272,4.072e-4,1.313e-5,9.792,8.367,7.11,1.287,9.468,17.494,0.142,0.657,0.366,0.17,0.121,0.716,1.766,2.209,-2.048e-4,0,0,0,0,0.063,3.88,225,14.99,1013.068,0.001,340.383,0.076,5.382e5,0.976,4.831,0.004,0.008,0.003
0.223,1.641,1.641,24.346,25.219,141.219,147.137,-0.323,-0.323,0.457,225,6.58,41.311,28.61,-80.6,5.712,-3.835e-7,87.003,-0.003,72.473,225,55.23,21.23,4.071e-4,1.313e-5,9.792,8.386,7.108,1.308,8.787,16.248,0.147,0.657,0.366,0.17,0.121,0.708,1.619,2.049,-1.648e-4,0,0,0,0,0.069,3.874,225,14.989,1013.058,0.001,340.382,0.078,5.498e5,0.976,4.831,0.004,0.008,0.004
0.227,1.734,1.734,24.86,25.755,128.776,134.444,-0.341,-0.341,0.482,225,6.732,38.626,28.61,-80.6,5.225,-3.958e-7,92.537,-0.003,72.131,225,55.186,21.186,4.07e-4,1.313e-5,9.792,8.405,7.107,1.33,8.084,14.959,0.151,0.657,0.366,0.17,0.121,0.701,1.471,1.881,2.018e-4,0,0,0,0,0.075,3.869,225,14.989,1013.047,0.001,340.382,0.079,5.608e5,0.976,4.831,0.004,0.008,0.004
0.231,1.83,1.83,25.326,26.242,116.351,121.76,-0.359,-0.359,0.508,225,6.874,35.886,28.61,-80.6,4.743,-4.066e-7,97.783,-0.004,71.769,225,55.142,21.142,4.068e-4,1.313e-5,9.792,8.425,7.106,1.352,7.381,13.67,0.155,0.657,0.366,0.17,0.121,0.694,1.326,1.711,5.195e-5,0,0,0,0,0.081,3.863,225,14.988,1013.035,0.001,340.382,0.081,5.708e5,0.976,4.831,0.004,0.009,0.004
0.235,1.938,1.938,25.806,26.745,110.681,116.233,-0.38,-0.38,0.538,225,7.025,35.493,28.61,-80.6,4.207,-4.381e-7,103.217,-0.004,71.344,225,55.107,21.107,4.068e-4,1.313e-5,9.792,8.448,7.104,1.376,7.075,13.111,0.159,0.657,0.366,0.17,0.121,0.687,1.167,1.518,-8.625e-5,0,0,0,0,0.087,3.857,225,14.987,1013.023,0.001,340.381,0.082,5.812e5,0.976,4.831,0.005,0.009,0.004
0.24,2.058,2.058,26.301,27.265,104.494,110.222,-0.403,-0.403,0.57,225.001,7.187,35.069,28.61,-80.6,3.621,-4.383e-7,108.574,-0.006,70.857,225,55.069,21.069,4.067e-4,1.313e-5,9.792,8.473,7.103,1.403,6.742,12.503,0.164,0.657,0.366,0.17,0.121,0.68,0.996,1.304,-2.796e-4,0,0,0,0,0.093,3.85,225,14.987,1013.009,0.001,340.381,0.084,5.919e5,0.976,4.831,0.005,0.009,0.004
0.245,2.195,2.195,26.822,27.815,97.531,103.478,-0.43,-0.43,0.608,225.001,7.367,34.575,28.61,-80.6,2.962,-3.806e-7,113.792,-0.008,70.283,225,55.026,21.026,4.065e-4,1.312e-5,9.792,8.502,7.102,1.434,6.369,11.821,0.168,0.657,0.366,0.17,0.121,0.673,0.806,1.058,-3.935e-4,0,0,0,0,0.098,3.842,225,14.986,1012.993,0.001,340.38,0.085,6.032e5,0.976,4.831,0.003,0.009,0.004
0.248,2.276,2.276,27.11,28.12,93.45,99.534,-0.446,-0.446,0.63,225.001,7.47,34.265,28.61,-80.6,2.577,-3.891e-7,116.415,-0.009,69.936,225,55.001,21.001,4.065e-4,1.312e-5,9.792,8.519,7.101,1.452,6.151,11.421,0.171,0.657,0.366,0.17,0.121,0.669,0.698,0.912,-4.676e-4,0,0,0,0,0.101,3.837,225,14.985,1012.983,0.001,340.38,0.086,6.095e5,0.976,4.831,0.005,0.009,0.004
0.253,2.4,2.4,27.529,28.566,91.725,98.322,-0.47,-0.47,0.664,225.001,7.628,35.408,28.61,-80.6,2.005,-3.764e-7,119.7,-0.013,69.401,225,54.969,20.969,4.064e-4,1.312e-5,9.792,8.545,7.1,1.48,6.083,11.301,0.175,0.657,0.366,0.17,0.121,0.664,0.538,0.692,5.471e-5,0,0,0,0,0.104,3.833,225,14.984,1012.969,0.001,340.379,0.088,6.188e5,0.976,4.831,0.007,0.009,0.004
0.259,2.589,2.589,28.142,29.223,89.073,96.508,-0.507,-0.507,0.717,225.001,7.874,37.146,28.61,-80.6,1.159,-3.166e-7,123.059,-0.026,68.576,225,54.921,20.921,4.063e-4,1.312e-5,9.792,8.584,7.098,1.522,5.981,11.121,0.181,0.657,0.366,0.17,0.121,0.659,0.307,0.362,-1.927e-4,0,0,0,0,0.105,3.83,225,14.983,1012.946,0.001,340.379,0.09,6.324e5,0.976,4.831,0.01,0.009,0.004
0.269,2.88,2.88,29.028,30.182,84.968,93.796,-0.565,-0.565,0.799,225.001,8.265,39.726,28.61,-80.6,0.073,0,-124.194,-0.478,67.314,225,54.848,20.848,4.061e-4,1.312e-5,9.792,8.636,7.095,1.577,5.828,10.851,0.192,0.657,0.366,0.17,0.121,0.657,0.019,0.13,-4.894e-4,0,0,0,0,-0.1,3.825,225,14.981,1012.912,0.001,340.378,0.092,6.525e5,0.976,4.831,0.015,0.009,0.004
0.285,3.333,3.333,30.277,31.558,78.592,89.756,-0.658,-0.658,0.93,225.001,8.9,43.352,28.61,-80.6,1.752,8.728e-7,-116.451,-0.022,65.462,225,54.739,20.739,4.058e-4,1.311e-5,9.792,8.557,7.092,1.5,5.598,10.444,0.211,0.657,0.366,0.17,0.121,0.663,0.468,0.784,-4.247e-4,0,0,0,0,-0.081,3.818,225,14.978,1012.859,0.001,340.376,0.096,6.814e5,0.976,4.831,0.007,0.01,0.004
0.292,3.554,3.554,30.835,32.184,75.54,87.858,-0.704,-0.704,0.996,225.001,9.22,44.862,28.61,-80.6,2.44,1.19e-6,-108.908,-0.015,64.645,225,54.688,20.688,4.056e-4,1.311e-5,9.792,8.525,7.09,1.47,5.489,10.25,0.221,0.657,0.366,0.17,0.121,0.668,0.659,1.037,-3.835e-4,0,0,0,0,-0.068,3.815,225,14.977,1012.833,0.001,340.375,0.098,6.946e5,0.976,4.831,0.005,0.01,0.005
0.297,3.699,3.699,31.186,32.582,74.174,87.29,-0.735,-0.735,1.039,225.001,9.433,46.019,28.61,-80.6,2.84,1.102e-6,-102.777,-0.014,64.147,225,54.658,20.658,4.055e-4,1.311e-5,9.792,8.508,7.089,1.453,5.455,10.192,0.228,0.657,0.366,0.17,0.121,0.672,0.772,1.181,4.454e-4,0,0,0,0,-0.059,3.813,225,14.976,1012.816,0.001,340.374,0.1,7.03e5,0.976,4.831,0.004,0.01,0.005
0.301,3.826,3.826,31.483,32.92,73.023,86.804,-0.762,-0.762,1.078,225.001,9.62,46.931,28.61,-80.6,3.147,1.032e-6,-96.794,-0.014,63.746,225,54.632,20.632,4.055e-4,1.311e-5,9.792,8.494,7.088,1.44,5.425,10.142,0.234,0.657,0.366,0.17,0.121,0.675,0.86,1.29,3.538e-4,0,0,0,0,-0.051,3.813,225,14.975,1012.801,0.001,340.374,0.101,7.102e5,0.976,4.831,0.004,0.01,0.005
0.304,3.94,3.94,31.745,33.22,72.022,86.366,-0.787,-0.787,1.113,225.001,9.791,47.664,28.61,-80.6,3.384,1.138e-6,-90.902,-0.014,63.407,225,54.609,20.609,4.054e-4,1.311e-5,9.792,8.484,7.087,1.43,5.399,10.097,0.239,0.657,0.366,0.17,0.121,0.677,0.928,1.372,-2.41e-4,0,0,0,0,-0.045,3.821,225,14.974,1012.788,0.001,340.373,0.101,7.166e5,0.976,4.831,0.003,0.01,0.005
0.308,4.046,4.046,31.983,33.496,71.122,85.961,-0.81,-0.81,1.146,225.001,9.951,48.28,28.61,-80.6,3.579,1.144e-6,-85.057,-0.012,63.113,225,54.588,20.588,4.053e-4,1.311e-5,9.792,8.475,7.087,1.423,5.375,10.055,0.244,0.657,0.366,0.17,0.121,0.68,0.984,1.438,-4.745e-4,0,0,0,0,-0.038,3.828,225,14.974,1012.775,0.001,340.373,0.102,7.225e5,0.976,4.831,0.003,0.01,0.005
0.311,4.146,4.146,32.204,33.752,70.302,85.579,-0.832,-0.832,1.177,225.001,10.103,48.8,28.61,-80.6,3.741,1.063e-6,-79.245,-0.011,62.856,225,54.568,20.568,4.053e-4,1.311e-5,9.792,8.469,7.086,1.416,5.352,10.016,0.248,0.657,0.366,0.17,0.121,0.682,1.031,1.493,-4.718e-4,0,0,0,0,-0.033,3.835,225,14.973,1012.764,0.001,340.373,0.103,7.281e5,0.976,4.831,0.003,0.01,0.005
0.314,4.242,4.242,32.412,33.994,69.549,85.215,-0.854,-0.854,1.207,225.001,10.248,49.239,28.61,-80.6,3.875,1.055e-6,-73.462,-0.011,62.629,225,54.549,20.549,4.052e-4,1.31e-5,9.792,8.463,7.085,1.411,5.331,9.979,0.252,0.657,0.366,0.17,0.121,0.683,1.07,1.538,2.758e-4,0,0,0,0,-0.028,3.842,225,14.972,1012.752,0.001,340.372,0.104,7.333e5,0.976,4.831,0.003,0.01,0.005
0.317,4.334,4.334,32.608,34.223,68.855,84.864,-0.874,-0.874,1.237,225.001,10.389,49.606,28.61,-80.6,3.985,1.041e-6,-67.699,-0.012,62.429,225,54.531,20.531,4.052e-4,1.31e-5,9.792,8.458,7.085,1.407,5.31,9.944,0.256,0.657,0.366,0.17,0.121,0.685,1.102,1.574,-3.406e-4,0,0,0,0,-0.023,3.848,225,14.972,1012.742,0.001,340.372,0.105,7.382e5,0.976,4.831,0.003,0.01,0.005
0.319,4.424,4.424,32.796,34.443,68.212,84.522,-0.895,-0.895,1.265,225.001,10.525,49.911,28.61,-80.6,4.073,1.003e-6,-61.951,-0.012,62.252,225,54.513,20.513,4.051e-4,1.31e-5,9.792,8.454,7.084,1.404,5.29,9.91,0.26,0.657,0.366,0.17,0.121,0.686,1.128,1.604,1.43e-4,0,0,0,0,-0.019,3.854,225,14.971,1012.731,0.001,340.371,0.105,7.43e5,0.976,4.831,0.003,0.011,0.005
0.322,4.511,4.511,32.976,34.655,67.615,84.187,-0.914,-0.914,1.293,225.001,10.658,50.157,28.61,-80.6,4.143,9.988e-7,-56.22,-0.012,62.095,225,54.496,20.496,4.051e-4,1.31e-5,9.792,8.452,7.083,1.401,5.271,9.877,0.264,0.657,0.366,0.17,0.121,0.687,1.149,1.626,-3.763e-5,0,0,0,0,-0.016,3.86,225,14.971,1012.721,0.001,340.371,0.106,7.475e5,0.976,4.831,0.003,0.011,0.005
0.325,4.597,4.597,33.15,34.861,67.06,83.858,-0.934,-0.934,1.321,225.001,10.787,50.349,28.61,-80.6,4.196,1.011e-6,-50.498,-0.013,61.957,225,54.48,20.48,4.051e-4,1.31e-5,9.792,8.449,7.083,1.4,5.252,9.845,0.267,0.657,0.366,0.17,0.121,0.687,1.164,1.642,1.489e-4,0,0,0,0,-0.012,3.866,225,14.97,1012.711,0.001,340.371,0.106,7.52e5,0.976,4.831,0.003,0.011,0.005
0.327,4.681,4.681,33.319,35.061,66.545,83.531,-0.953,-0.953,1.348,225.001,10.915,50.49,28.61,-80.6,4.232,1.039e-6,-44.788,-0.013,61.837,225,54.464,20.464,4.05e-4,1.31e-5,9.792,8.448,7.082,1.399,5.233,9.813,0.27,0.657,0.366,0.17,0.121,0.688,1.175,1.653,4.441e-4,0,0,0,0,-0.01,3.872,225,14.97,1012.701,0.001,340.37,0.107,7.563e5,0.976,4.831,0.003,0.011,0.005
0.33,4.764,4.764,33.484,35.258,66.061,83.204,-0.973,-0.973,1.376,225.001,11.041,50.584,28.61,-80.6,4.254,1.052e-6,-39.043,-0.014,61.732,225.001,54.448,20.448,4.05e-4,1.31e-5,9.792,8.447,7.082,1.398,5.215,9.782,0.273,0.657,0.366,0.17,0.122,0.688,1.182,1.659,4.225e-4,0,0,0,0,-0.007,3.877,225,14.969,1012.691,0.001,340.37,0.108,7.605e5,0.976,4.831,0.003,0.011,0.005
