# Alpha 3 First Launch Ever (Up to date)
# 929 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (in),CG location (in),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (in),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,57.1,23.1,4.12e-4,1.321e-5,9.792,NaN,7.17,NaN,0,0,0,0.79,0.496,0.174,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.718,225,15,1013.25,0.001,340.389,0.011,7.716e4,0.976,4.831,0.01,0.01,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,57.094,23.094,4.119e-4,1.321e-5,9.792,NaN,7.169,NaN,0.305,0.546,0,0.791,0.497,0.174,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.705,225,15,1013.25,0.001,340.389,0.011,7.689e4,0.976,4.831,0.01,0.019,0
0.02,0,0,0.001,0.002,0.899,1.03,0,0,0,0,8.397e-4,0.504,28.61,-80.6,89.977,0,0,0,90,0,57.088,23.088,4.119e-4,1.321e-5,9.792,NaN,7.169,NaN,0.61,1.092,0,0.791,0.497,0.174,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.691,225,15,1013.25,0.001,340.389,0.011,7.659e4,0.976,4.831,0.011,0.02,1.735e-7
0.031,1.895e-4,1.895e-4,0.044,0.044,6.78,6.799,2.799e-5,2.799e-5,3.958e-5,45,0.006,0.498,28.61,-80.6,89.317,0,0,0,90,0,57.082,23.082,4.119e-4,1.321e-5,9.792,NaN,7.169,NaN,0.946,1.692,1.333e-8,0.792,0.498,0.174,0.12,3.345e-6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.676,225,15,1013.25,0.001,340.389,0.011,7.618e4,0.976,4.831,0.01,0.021,5.326e-6
0.041,0.001,0.001,0.167,0.168,17.941,17.947,9.04e-5,9.04e-5,1.278e-4,45,0.011,0.493,28.61,-80.6,87.377,0,0,0,90,0,57.047,23.047,4.118e-4,1.321e-5,9.792,NaN,7.168,NaN,1.582,2.832,7.359e-7,0.793,0.498,0.174,0.12,1.861e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.663,225,15,1013.25,0.001,340.389,0.011,7.587e4,0.976,4.831,0.01,0.022,2.09e-5
0.051,0.004,0.004,0.403,0.403,29.114,29.119,1.877e-4,1.877e-4,2.655e-4,44.999,0.016,0.495,28.61,-80.6,83.692,0,0,0,90,0,57.011,23.011,4.117e-4,1.32e-5,9.792,NaN,7.167,NaN,2.218,3.973,9.874e-6,0.792,0.498,0.174,0.12,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.658,225,15,1013.25,0.001,340.389,0.011,7.605e4,0.976,4.831,0.01,0.023,5.077e-5
0.061,0.01,0.01,0.75,0.75,40.302,40.305,3.203e-4,3.203e-4,4.53e-4,44.999,0.021,0.528,28.61,-80.6,78.573,0,0,0,90,0,56.976,22.976,4.116e-4,1.32e-5,9.792,NaN,7.166,NaN,2.854,5.116,5.875e-5,0.788,0.494,0.174,0.12,0.014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.73,225,15,1013.249,0.001,340.389,0.011,7.853e4,0.976,4.831,0.01,0.023,9.495e-5
0.071,0.019,0.019,1.209,1.209,51.5,51.504,4.904e-4,4.904e-4,6.935e-4,44.998,0.027,0.577,28.61,-80.6,72.247,0,0,0,90,0,56.941,22.941,4.116e-4,1.32e-5,9.792,NaN,7.165,NaN,3.49,6.26,2.222e-4,0.782,0.488,0.174,0.12,0.048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.802,225,15,1013.248,0.001,340.389,0.012,8.227e4,0.976,4.831,0.01,0.024,1.535e-4
# Event LIFTOFF occurred at t=0.081 seconds
0.081,0.034,0.034,1.78,1.78,62.709,62.709,7.013e-4,7.014e-4,9.919e-4,44.997,0.033,0,28.61,-80.6,65.14,0,0,0,90,0,56.905,22.905,4.115e-4,1.32e-5,9.792,NaN,7.163,NaN,4.126,7.405,6.267e-4,0.773,0.479,0.174,0.12,0.118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.874,225,15,1013.246,0.001,340.389,0.012,8.786e4,0.976,4.831,0.011,0.025,2.263e-4
0.092,0.058,0.058,2.537,2.538,75.046,75.046,9.577e-4,9.578e-4,0.001,44.997,0.033,0,28.61,-80.6,57.086,0,0,0,90,0,56.866,22.866,4.114e-4,1.32e-5,9.792,NaN,7.162,NaN,4.826,8.667,0.002,0.76,0.467,0.173,0.12,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.953,225,15,1013.243,0.001,340.389,0.014,9.691e4,0.976,4.831,0.01,0.025,3.233e-4
0.102,0.087,0.087,3.384,3.384,94.303,94.303,0.001,0.001,0.002,44.996,0.033,0,28.61,-80.6,49.554,0,0,0,90,0,56.776,22.776,4.111e-4,1.319e-5,9.792,NaN,7.159,NaN,5.913,10.636,0.003,0.747,0.454,0.173,0.12,0.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.003,225,14.999,1013.24,0.001,340.389,0.015,1.083e5,0.976,4.831,0.01,0.026,4.317e-4
0.112,0.126,0.126,4.424,4.424,113.602,113.602,0.001,0.001,0.002,44.996,0.033,0,28.61,-80.6,41.625,0,0,0,90,0,56.686,22.686,4.109e-4,1.319e-5,9.792,NaN,7.156,NaN,7,12.612,0.006,0.732,0.44,0.172,0.12,0.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.964,225,14.999,1013.235,0.001,340.388,0.017,1.228e5,0.976,4.831,0.01,0.026,5.648e-4
0.122,0.176,0.176,5.656,5.656,132.939,132.939,0.002,0.002,0.002,44.996,0.033,0,28.61,-80.6,34.531,0,0,0,90,0,56.595,22.595,4.107e-4,1.319e-5,9.792,NaN,7.154,NaN,8.088,14.594,0.01,0.716,0.424,0.172,0.12,0.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.925,225,14.999,1013.229,0.001,340.388,0.02,1.425e5,0.976,4.831,0.009,0.027,7.226e-4
0.131,0.232,0.232,6.907,6.907,150.061,150.061,0.002,0.002,0.003,44.996,0.033,0,28.61,-80.6,29.183,0,0,0,90,0,56.515,22.515,4.105e-4,1.318e-5,9.792,NaN,7.151,NaN,9.049,16.351,0.015,0.701,0.41,0.172,0.12,0.791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.89,225,14.998,1013.223,0.001,340.388,0.023,1.642e5,0.976,4.831,0.008,0.027,8.827e-4
0.139,0.293,0.293,8.196,8.196,165.889,165.889,0.002,0.002,0.003,44.996,0.033,0,28.61,-80.6,25.022,0,0,0,90,0,56.441,22.441,4.103e-4,1.318e-5,9.792,NaN,7.149,NaN,9.936,17.978,0.02,0.688,0.397,0.171,0.12,0.839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.859,225,14.998,1013.216,0.001,340.388,0.027,1.877e5,0.976,4.831,0.006,0.028,0.001
0.145,0.346,0.346,9.235,9.235,174.565,174.565,0.002,0.002,0.003,44.996,0.033,0,28.61,-80.6,22.378,0,0,0,90,0,56.352,22.352,4.1e-4,1.318e-5,9.792,NaN,7.146,NaN,10.414,18.873,0.025,0.679,0.387,0.171,0.12,0.856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.835,225,14.998,1013.209,0.001,340.388,0.029,2.073e5,0.976,4.831,0.005,0.028,0.001
0.151,0.399,0.399,10.201,10.201,182.281,182.281,0.002,0.002,0.003,44.995,0.033,0,28.61,-80.6,20.343,0,0,0,90,0,56.272,22.272,4.098e-4,1.317e-5,9.792,NaN,7.143,NaN,10.838,19.67,0.03,0.671,0.38,0.171,0.12,0.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.815,225,14.997,1013.203,0.001,340.387,0.032,2.258e5,0.976,4.831,0.005,0.029,0.001
0.155,0.451,0.451,11.111,11.111,189.276,189.276,0.002,0.002,0.003,44.995,0.033,0,28.61,-80.6,18.756,0,0,0,90,0,56.2,22.2,4.096e-4,1.317e-5,9.792,NaN,7.141,NaN,11.223,20.393,0.035,0.664,0.373,0.171,0.12,0.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.806,225,14.997,1013.197,0.001,340.387,0.034,2.435e5,0.976,4.831,0.004,0.03,0.001
# Event LAUNCHROD occurred at t=0.16 seconds
0.16,0.503,0.503,11.977,11.977,195.708,195.766,0.003,0.003,0.004,44.995,0.033,4.774,28.61,-80.6,17.45,0,0,0,90,0,56.134,22.134,4.095e-4,1.317e-5,9.792,7.999,7.139,0.881,11.575,21.059,0.04,0.658,0.367,0.171,0.12,0.855,5.747,5.064,-5.09e-5,0,0,0,0,0,3.798,225,14.997,1013.191,0.001,340.387,0.037,2.606e5,0.976,4.831,0.007,0.031,0.002
0.167,0.589,0.589,13.331,13.331,205.368,205.429,0.003,0.003,0.004,44.995,0.066,5.001,28.61,-80.6,15.572,0,5.887,-9.876e-6,89.981,224.999,56.034,22.034,4.092e-4,1.316e-5,9.792,8.05,7.135,0.937,12.104,22.06,0.048,0.657,0.366,0.17,0.12,0.85,5.019,4.702,-5.697e-5,0,0,0,0,0.001,3.786,225,14.996,1013.181,0.001,340.387,0.041,2.872e5,0.976,4.831,0.006,0.031,0.002
0.173,0.674,0.674,14.613,14.614,214.138,214.198,0.003,0.003,0.004,44.995,0.097,5.054,28.61,-80.6,14.054,0,11.84,-8.795e-5,89.927,225,55.944,21.944,4.09e-4,1.316e-5,9.792,8.094,7.132,0.985,12.584,22.97,0.056,0.657,0.366,0.17,0.12,0.838,4.448,4.379,3.956e-4,0,0,0,0,0.004,3.775,225,14.996,1013.171,0.001,340.386,0.044,3.127e5,0.976,4.831,0.006,0.032,0.002
0.178,0.758,0.758,15.82,15.821,222.095,222.15,0.004,0.004,0.005,44.994,0.125,4.941,28.61,-80.6,12.803,0,17.738,-1.85e-5,89.845,225,55.863,21.863,4.088e-4,1.316e-5,9.792,8.133,7.13,1.027,13.017,23.797,0.064,0.656,0.366,0.17,0.12,0.823,3.991,4.092,9.01e-5,0,0,0,0,0.008,3.765,225,14.995,1013.161,0.001,340.386,0.048,3.369e5,0.976,4.831,0.005,0.033,0.002
0.183,0.842,0.842,16.972,16.973,229.442,229.49,0.004,0.004,0.006,44.993,0.149,4.674,28.61,-80.6,11.737,0,23.595,-3.31e-4,89.74,225,55.788,21.788,4.086e-4,1.315e-5,9.792,8.167,7.127,1.065,13.417,24.561,0.072,0.656,0.366,0.17,0.12,0.808,3.609,3.831,-1.156e-4,0,0,0,0,0.012,3.756,225,14.995,1013.151,0.001,340.386,0.051,3.601e5,0.976,4.831,0.005,0.034,0.002
0.188,0.925,0.925,18.082,18.083,236.319,236.358,0.005,0.005,0.006,44.992,0.171,4.26,28.61,-80.6,10.802,0,29.417,-2.019e-4,89.614,225,55.718,21.718,4.084e-4,1.315e-5,9.792,8.198,7.125,1.099,13.791,25.276,0.08,0.656,0.366,0.17,0.12,0.794,3.282,3.591,-2.977e-4,0,0,0,0,0.016,3.747,225,14.994,1013.141,0.001,340.385,0.054,3.825e5,0.976,4.831,0.004,0.034,0.002
0.192,0.996,0.996,18.995,18.996,241.836,241.865,0.005,0.005,0.007,44.992,0.186,3.796,28.61,-80.6,10.091,0,34.312,-9.316e-5,89.492,225,55.662,21.662,4.082e-4,1.315e-5,9.792,8.222,7.123,1.126,14.09,25.851,0.086,0.656,0.366,0.17,0.12,0.782,3.038,3.399,-1.793e-4,0,0,0,0,0.02,3.74,225,14.994,1013.133,0.001,340.385,0.057,4.01e5,0.976,4.831,0.004,0.035,0.002
0.196,1.08,1.08,20.016,20.017,229.91,229.934,0.006,0.006,0.008,44.991,0.201,3.316,28.61,-80.6,9.336,0,40.081,-1.443e-4,89.331,225,55.594,21.594,4.081e-4,1.315e-5,9.792,8.248,7.121,1.155,13.417,24.646,0.094,0.656,0.366,0.17,0.12,0.769,2.782,3.188,-2.155e-4,0,0,0,0,0.025,3.733,225,14.993,1013.123,0.001,340.385,0.06,4.218e5,0.976,4.831,0.004,0.035,0.003
0.2,1.166,1.166,20.95,20.951,218.398,218.416,0.006,0.006,0.009,44.99,0.214,2.781,28.61,-80.6,8.673,0,45.817,-6.371e-4,89.152,225,55.529,21.529,4.079e-4,1.314e-5,9.792,8.272,7.119,1.182,12.769,23.483,0.101,0.656,0.366,0.17,0.121,0.758,2.562,2.997,-4.688e-4,0,0,0,0,0.03,3.728,225,14.992,1013.113,0.001,340.384,0.062,4.408e5,0.976,4.831,0.004,0.036,0.003
0.205,1.253,1.253,21.814,21.815,207.167,207.179,0.007,0.007,0.01,44.99,0.224,2.241,28.61,-80.6,8.122,0,51.543,-6.254e-4,88.955,225,55.465,21.465,4.077e-4,1.314e-5,9.792,8.292,7.116,1.204,12.138,22.348,0.108,0.656,0.366,0.17,0.121,0.748,2.381,2.834,-4.428e-4,0,0,0,0,0.035,3.745,225,14.992,1013.103,0.001,340.384,0.065,4.585e5,0.976,4.831,0.004,0.036,0.003
0.209,1.352,1.352,22.707,22.709,194.835,194.842,0.008,0.008,0.011,44.989,0.233,1.588,28.61,-80.6,7.548,0,57.937,-0.001,88.711,225,55.396,21.396,4.075e-4,1.314e-5,9.792,8.314,7.114,1.229,11.446,21.101,0.115,0.656,0.366,0.17,0.121,0.738,2.196,2.657,2.084e-4,0,0,0,0,0.041,3.763,225,14.991,1013.091,0.001,340.384,0.068,4.769e5,0.976,4.831,0.004,0.037,0.003
0.213,1.442,1.442,23.443,23.445,181.853,181.856,0.008,0.008,0.012,44.988,0.238,1.026,28.61,-80.6,7.064,0,63.608,-0.001,88.474,225,55.351,21.351,4.074e-4,1.314e-5,9.792,8.332,7.113,1.249,10.724,19.786,0.121,0.656,0.366,0.17,0.121,0.73,2.041,2.503,4.261e-4,0,0,0,0,0.046,3.779,225,14.991,1013.081,0.001,340.383,0.07,4.92e5,0.976,4.831,0.004,0.037,0.003
0.217,1.535,1.535,24.127,24.128,168.898,168.898,0.009,0.009,0.013,44.988,0.241,0.455,28.61,-80.6,6.596,0,69.251,-0.002,88.215,225,55.306,21.306,4.073e-4,1.314e-5,9.792,8.35,7.111,1.269,10.004,18.473,0.127,0.656,0.366,0.17,0.121,0.722,1.893,2.352,-4.689e-4,0,0,0,0,0.052,3.796,225,14.99,1013.07,0.001,340.383,0.072,5.061e5,0.976,4.831,0.004,0.038,0.003
0.221,1.63,1.63,24.763,24.764,155.851,155.851,0.01,0.01,0.014,44.987,0.242,0.114,28.61,-80.6,6.137,0,74.867,-0.003,87.933,225,55.261,21.261,4.072e-4,1.313e-5,9.792,8.369,7.11,1.29,9.28,17.15,0.132,0.656,0.366,0.17,0.121,0.715,1.75,2.199,-1.221e-4,0,0,0,0,0.058,3.812,225,14.989,1013.059,0.001,340.382,0.074,5.192e5,0.976,4.831,0.004,0.038,0.003
0.225,1.73,1.73,25.357,25.358,142.577,142.579,0.01,0.01,0.015,44.986,0.24,0.669,28.61,-80.6,5.678,0,80.455,-0.004,87.623,225,55.215,21.215,4.07e-4,1.313e-5,9.792,8.387,7.108,1.31,8.545,15.804,0.137,0.656,0.366,0.17,0.121,0.708,1.609,2.043,4.603e-4,0,0,0,0,0.063,3.828,225,14.989,1013.047,0.001,340.382,0.075,5.314e5,0.976,4.831,0.006,0.038,0.003
0.231,1.892,1.892,26.188,26.189,121.544,121.553,0.011,0.011,0.016,44.985,0.233,1.455,28.61,-80.6,4.962,0,88.913,-0.005,87.09,225,55.142,21.142,4.068e-4,1.313e-5,9.792,8.416,7.106,1.342,7.381,13.67,0.144,0.657,0.366,0.17,0.121,0.697,1.391,1.795,-1.983e-4,0,0,0,0,0.073,3.854,225,14.988,1013.028,0.001,340.381,0.078,5.486e5,0.976,4.831,0.004,0.039,0.003
0.235,2.008,2.008,26.706,26.707,115.801,115.826,0.012,0.012,0.017,44.984,0.225,2.408,28.61,-80.6,4.467,0,94.396,-0.007,86.69,225,55.106,21.106,4.068e-4,1.313e-5,9.792,8.437,7.104,1.365,7.065,13.094,0.148,0.657,0.366,0.17,0.121,0.69,1.244,1.618,-2.891e-4,0,0,0,0,0.079,3.872,225,14.987,1013.015,0.001,340.381,0.079,5.593e5,0.976,4.831,0.005,0.039,0.003
0.24,2.133,2.133,27.231,27.232,109.657,109.711,0.013,0.013,0.018,44.983,0.211,3.439,28.61,-80.6,3.935,2.954e-7,99.818,-0.007,86.238,225,55.067,21.067,4.066e-4,1.313e-5,9.792,8.459,7.103,1.389,6.729,12.478,0.153,0.657,0.366,0.17,0.121,0.683,1.087,1.425,-2.638e-4,0,0,0,0,0.085,3.892,225,14.986,1013,0.001,340.38,0.081,5.702e5,0.976,4.831,0.005,0.04,0.003
0.245,2.273,2.273,27.771,27.772,102.924,103.025,0.013,0.014,0.019,44.981,0.191,4.563,28.61,-80.6,3.35,0,105.148,-0.009,85.716,225,55.025,21.025,4.065e-4,1.312e-5,9.792,8.484,7.102,1.416,6.361,11.805,0.157,0.657,0.366,0.17,0.121,0.677,0.917,1.209,3.996e-4,0,0,0,0,0.091,3.913,225,14.985,1012.983,0.001,340.38,0.082,5.814e5,0.976,4.831,0.003,0.04,0.004
0.248,2.354,2.354,28.064,28.065,99.074,99.21,0.014,0.014,0.02,44.981,0.177,5.195,28.61,-80.6,3.015,0,107.873,-0.011,85.408,225,55.001,21.001,4.065e-4,1.312e-5,9.792,8.499,7.101,1.432,6.151,11.421,0.16,0.657,0.366,0.17,0.121,0.673,0.821,1.083,-4.572e-4,0,0,0,0,0.093,3.925,225,14.985,1012.974,0.001,340.38,0.083,5.875e5,0.976,4.831,0.004,0.041,0.004
0.252,2.477,2.477,28.492,28.492,97.789,98.006,0.014,0.014,0.02,44.979,0.151,6.521,28.61,-80.6,2.507,0,111.485,-0.014,84.93,225,54.97,20.97,4.064e-4,1.312e-5,9.792,8.522,7.1,1.457,6.086,11.306,0.163,0.657,0.366,0.17,0.121,0.668,0.678,0.891,3.681e-4,0,0,0,0,0.097,3.941,225,14.984,1012.959,0.001,340.379,0.084,5.964e5,0.976,4.831,0.007,0.041,0.004
0.259,2.665,2.665,29.124,29.124,95.817,96.2,0.015,0.015,0.021,44.977,0.102,8.577,28.61,-80.6,1.742,0,115.716,-0.023,84.189,225,54.924,20.924,4.063e-4,1.312e-5,9.792,8.557,7.098,1.494,5.987,11.133,0.169,0.657,0.366,0.17,0.121,0.662,0.465,0.595,4.323e-6,0,0,0,0,0.1,3.964,225,14.983,1012.937,0.001,340.378,0.086,6.096e5,0.976,4.831,0.01,0.042,0.004
0.269,2.955,2.955,30.046,30.046,92.754,93.493,0.015,0.015,0.022,44.973,0.003,11.727,28.61,-80.6,0.611,4.807e-7,119.055,-0.074,83.037,225,54.854,20.854,4.061e-4,1.312e-5,9.792,8.61,7.096,1.551,5.84,10.873,0.179,0.657,0.366,0.17,0.121,0.657,0.16,0.15,-3.177e-4,0,0,0,0,0.099,3.998,225,14.981,1012.903,0.001,340.377,0.089,6.289e5,0.976,4.831,0.015,0.042,0.004
0.283,3.405,3.405,31.372,31.373,87.926,89.44,0.014,0.014,0.02,44.962,0.204,16.384,28.61,-80.6,0.984,0,-116.42,-0.051,81.297,225,54.749,20.749,4.058e-4,1.311e-5,9.792,8.592,7.092,1.536,5.619,10.482,0.195,0.657,0.366,0.17,0.121,0.659,0.26,0.486,-1.505e-4,0,0,0,0,-0.087,4.048,225,14.978,1012.851,0.001,340.375,0.093,6.569e5,0.976,4.831,0.009,0.042,0.004
0.292,3.681,3.681,32.122,32.124,84.961,87.059,0.013,0.013,0.018,44.949,0.357,18.998,28.61,-80.6,1.826,-3.399e-7,-110.412,-0.029,80.312,225.001,54.688,20.688,4.056e-4,1.311e-5,9.792,8.553,7.09,1.499,5.489,10.25,0.206,0.657,0.366,0.17,0.121,0.663,0.489,0.806,-1.925e-4,0,0,0,0,-0.075,4.078,225,14.976,1012.818,0.001,340.374,0.095,6.728e5,0.976,4.831,0.006,0.043,0.004
0.298,3.889,3.889,32.664,32.668,83.617,86.205,0.011,0.011,0.015,44.934,0.486,20.967,28.61,-80.6,2.386,0,-103.899,-0.024,79.621,225.001,54.646,20.646,4.055e-4,1.311e-5,9.792,8.528,7.089,1.474,5.442,10.17,0.215,0.657,0.366,0.17,0.121,0.667,0.644,1.013,-2.965e-4,0,0,0,0,-0.064,4.101,225,14.975,1012.794,0.001,340.374,0.097,6.844e5,0.976,4.831,0.005,0.043,0.004
0.303,4.052,4.052,33.076,33.081,82.564,85.555,0.009,0.009,0.013,44.913,0.593,22.427,28.61,-80.6,2.796,-3.136e-7,-97.746,-0.021,79.121,225.001,54.615,20.615,4.054e-4,1.311e-5,9.792,8.51,7.087,1.456,5.406,10.109,0.222,0.657,0.366,0.17,0.121,0.671,0.76,1.162,-4.134e-5,0,0,0,0,-0.055,4.104,225,14.974,1012.775,0.001,340.373,0.098,6.931e5,0.976,4.831,0.004,0.044,0.004
0.308,4.192,4.192,33.422,33.429,81.664,85.008,0.007,0.007,0.01,44.882,0.69,23.605,28.61,-80.6,3.12,-3.354e-7,-91.739,-0.019,78.722,225.001,54.588,20.588,4.053e-4,1.311e-5,9.792,8.495,7.087,1.443,5.375,10.056,0.227,0.657,0.366,0.17,0.121,0.674,0.852,1.276,4.64e-4,0,0,0,0,-0.047,4.101,225,14.973,1012.758,0.001,340.372,0.099,7.005e5,0.976,4.831,0.004,0.044,0.004
0.311,4.318,4.318,33.726,33.735,80.868,84.522,0.005,0.005,0.007,44.827,0.781,24.583,28.61,-80.6,3.38,-3.505e-7,-85.822,-0.018,78.389,225.001,54.564,20.564,4.053e-4,1.311e-5,9.792,8.484,7.086,1.432,5.348,10.01,0.233,0.657,0.366,0.17,0.121,0.677,0.926,1.367,1.273e-4,0,0,0,0,-0.041,4.098,225,14.972,1012.744,0.001,340.372,0.1,7.07e5,0.976,4.831,0.003,0.044,0.004
0.315,4.434,4.434,34.003,34.014,80.145,84.078,0.003,0.003,0.004,44.697,0.867,25.413,28.61,-80.6,3.593,-3.771e-7,-79.96,-0.018,78.104,225.002,54.542,20.542,4.052e-4,1.31e-5,9.792,8.475,7.085,1.424,5.323,9.967,0.237,0.657,0.366,0.17,0.121,0.68,0.988,1.441,-3.972e-4,0,0,0,0,-0.035,4.096,225,14.971,1012.73,0.001,340.371,0.101,7.129e5,0.976,4.831,0.003,0.045,0.004
0.318,4.543,4.543,34.259,34.272,79.479,83.663,9.205e-4,9.537e-4,0.001,43.986,0.949,26.126,28.61,-80.6,3.769,-3.479e-7,-74.136,-0.017,77.857,225.002,54.522,20.522,4.052e-4,1.31e-5,9.792,8.467,7.084,1.417,5.3,9.927,0.242,0.657,0.366,0.17,0.121,0.682,1.039,1.502,2.838e-4,0,0,0,0,-0.029,4.093,225,14.97,1012.717,0.001,340.371,0.102,7.184e5,0.976,4.831,0.003,0.046,0.004
0.321,4.648,4.648,34.498,34.514,78.862,83.271,-0.001,-0.001,0.002,225.84,1.029,26.739,28.61,-80.6,3.916,-3.757e-7,-68.343,-0.016,77.642,225.002,54.503,20.503,4.051e-4,1.31e-5,9.792,8.461,7.084,1.411,5.278,9.889,0.246,0.657,0.366,0.17,0.121,0.684,1.082,1.552,-1.06e-4,0,0,0,0,-0.025,4.091,225,14.97,1012.705,0.001,340.371,0.102,7.236e5,0.976,4.831,0.003,0.046,0.004
0.324,4.748,4.748,34.725,34.743,78.283,82.897,-0.003,-0.003,0.005,225.307,1.107,27.268,28.61,-80.6,4.037,-3.485e-7,-62.571,-0.015,77.452,225.002,54.484,20.484,4.051e-4,1.31e-5,9.792,8.456,7.083,1.406,5.257,9.853,0.25,0.657,0.366,0.17,0.121,0.685,1.118,1.592,2.552e-4,0,0,0,0,-0.02,4.089,225,14.969,1012.693,0.001,340.37,0.103,7.285e5,0.976,4.831,0.003,0.047,0.005
0.327,4.844,4.844,34.942,34.962,77.74,82.535,-0.006,-0.006,0.008,225.191,1.184,27.721,28.61,-80.6,4.136,-3.952e-7,-56.819,-0.015,77.287,225.002,54.466,20.466,4.05e-4,1.31e-5,9.792,8.452,7.082,1.403,5.236,9.818,0.254,0.657,0.366,0.17,0.121,0.686,1.147,1.625,6.727e-5,0,0,0,0,-0.017,4.087,225,14.969,1012.682,0.001,340.37,0.104,7.331e5,0.976,4.831,0.003,0.047,0.005
0.329,4.938,4.938,35.15,35.173,77.228,82.183,-0.008,-0.008,0.011,225.14,1.259,28.105,28.61,-80.6,4.214,-3.997e-7,-51.081,-0.014,77.142,225.002,54.449,20.449,4.05e-4,1.31e-5,9.792,8.449,7.082,1.4,5.217,9.784,0.257,0.657,0.366,0.17,0.121,0.687,1.17,1.651,-2.206e-4,0,0,0,0,-0.013,4.085,225,14.968,1012.671,0.001,340.369,0.104,7.376e5,0.976,4.831,0.003,0.047,0.005
0.332,5.031,5.031,35.351,35.376,76.743,81.838,-0.01,-0.01,0.015,225.112,1.332,28.426,28.61,-80.6,4.274,-4.01e-7,-45.357,-0.014,77.016,225.002,54.433,20.433,4.049e-4,1.31e-5,9.792,8.446,7.081,1.398,5.198,9.752,0.26,0.657,0.366,0.17,0.121,0.688,1.188,1.671,-1.131e-4,0,0,0,0,-0.01,4.083,225,14.967,1012.66,0.001,340.369,0.105,7.42e5,0.976,4.831,0.003,0.048,0.005
0.335,5.121,5.121,35.546,35.574,76.283,81.499,-0.013,-0.013,0.018,225.093,1.405,28.688,28.61,-80.6,4.318,-4.25e-7,-39.641,-0.014,76.907,225.003,54.416,20.416,4.049e-4,1.31e-5,9.792,8.444,7.081,1.397,5.179,9.72,0.264,0.657,0.366,0.17,0.121,0.689,1.201,1.684,2.344e-4,0,0,0,0,-0.008,4.081,225,14.967,1012.649,0.001,340.369,0.106,7.462e5,0.976,4.831,0.003,0.049,0.005
0.337,5.21,5.21,35.737,35.767,75.846,81.164,-0.015,-0.015,0.022,225.08,1.477,28.894,28.61,-80.6,4.346,-4.384e-7,-33.936,-0.014,76.815,225.003,54.4,20.4,4.048e-4,1.31e-5,9.792,8.443,7.08,1.396,5.161,9.689,0.267,0.657,0.366,0.17,0.121,0.689,1.209,1.693,1.572e-4,0,0,0,0,-0.006,4.08,225,14.966,1012.639,0.001,340.368,0.106,7.503e5,0.976,4.831,0.003,0.049,0.005
