# D12-3 Motor Altitude/Lateral vs Time (Up to date)
# 259 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (in),CG location (in),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (in),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.669,69.185,69.185,23.097,24.408,-12.434,12.528,-11.245,-11.234,15.895,225.028,7.891,1.532,33.358,-111.771,0.237,2.304e-6,15.319,0.021,64.723,225.033,267.519,21.5,0.023,3.194e-4,9.796,27.852,23.025,1.857,0,0,0.814,0.596,0.297,0.178,0.121,0.596,0.051,0.069,3.59e-4,0,0,0,0,0.026,3.133,225,14.55,1005.136,0.001,340.116,0.075,1.591e6,2.6,34.253,0.05,0.065,0.003
2.719,70.325,70.325,22.475,23.798,-12.44,12.497,-11.523,-11.511,16.288,225.029,7.824,1.193,33.358,-111.771,0.084,2.303e-6,-15.211,0.028,63.954,225.034,267.519,21.5,0.023,3.194e-4,9.796,27.887,23.025,1.87,0,0,0.776,0.596,0.297,0.178,0.121,0.596,0.018,0.061,2.926e-4,0,0,0,0,-0.027,3.119,225,14.543,1005.002,0.001,340.112,0.073,1.554e6,2.6,34.253,0.05,0.065,0.003
2.769,71.433,71.433,21.854,23.194,-12.408,12.445,-11.799,-11.787,16.678,225.029,7.769,0.962,33.358,-111.771,0.316,2.29e-6,-14.255,0.002,63.214,225.035,267.519,21.5,0.023,3.194e-4,9.796,27.834,23.025,1.85,0,0,0.74,0.596,0.297,0.178,0.121,0.596,0.068,0.151,2.364e-5,0,0,0,0,-0.025,3.113,225,14.536,1004.872,0.001,340.108,0.072,1.518e6,2.6,34.253,0.05,0.066,0.003
2.819,72.51,72.51,21.234,22.596,-12.347,12.373,-12.073,-12.061,17.065,225.03,7.728,0.804,33.358,-111.771,0.48,2.162e-6,-12.189,-3.331e-4,62.551,225.035,267.519,21.5,0.023,3.194e-4,9.796,27.796,23.025,1.835,0,0,0.705,0.596,0.297,0.178,0.121,0.596,0.104,0.211,6.013e-5,0,0,0,0,-0.019,3.077,225,14.529,1004.746,0.001,340.103,0.07,1.481e6,2.6,34.253,0.05,0.067,0.003
2.869,73.556,73.556,20.622,22.007,-12.134,12.172,-12.346,-12.333,17.45,225.03,7.683,0.967,33.358,-111.771,0.266,1.84e-6,-10.599,0.014,61.985,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.844,23.025,1.854,0,0,0.674,0.596,0.297,0.178,0.121,0.596,0.057,0.122,9.117e-5,0,0,0,0,-0.015,3.166,225,14.522,1004.623,0.001,340.099,0.069,1.448e6,2.6,34.253,0.05,0.067,0.003
2.919,74.572,74.572,20.02,21.426,-11.943,11.992,-12.617,-12.603,17.833,225.031,7.631,1.082,33.358,-111.771,0.085,1.767e-6,-9.893,0.045,61.475,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.886,23.025,1.869,0,0,0.643,0.596,0.297,0.178,0.121,0.596,0.018,0.048,-3.364e-4,0,0,0,0,-0.014,3.212,225,14.515,1004.504,0.001,340.095,0.067,1.415e6,2.6,34.253,0.05,0.068,0.003
2.969,75.559,75.559,19.427,20.852,-11.79,11.843,-12.886,-12.872,18.213,225.031,7.576,1.124,33.358,-111.771,0.021,1.817e-6,9.651,0.063,60.988,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.9,23.025,1.875,0,0,0.613,0.596,0.297,0.178,0.121,0.596,0.004,-0.006,-1.156e-4,0,0,0,0,0.014,3.207,225,14.509,1004.388,0.001,340.091,0.065,1.381e6,2.6,34.253,0.05,0.069,0.003
3.019,76.515,76.515,18.842,20.286,-11.586,11.656,-13.153,-13.138,18.591,225.031,7.518,1.273,33.358,-111.771,0.288,1.688e-6,9.887,-0.002,60.503,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.839,23.025,1.851,0,0,0.585,0.596,0.297,0.178,0.121,0.596,0.062,0.099,-5.042e-5,0,0,0,0,0.015,3.266,225,14.503,1004.276,0.001,340.088,0.064,1.349e6,2.6,34.253,0.05,0.069,0.003
3.069,77.443,77.443,18.268,19.729,-11.433,11.51,-13.418,-13.403,18.965,225.032,7.449,1.33,33.358,-111.771,0.441,1.291e-6,11.229,-0.008,59.977,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.804,23.025,1.838,0,0,0.558,0.596,0.297,0.178,0.121,0.596,0.096,0.155,-4.497e-4,0,0,0,0,0.021,3.296,225,14.497,1004.167,0.001,340.084,0.062,1.317e6,2.6,34.253,0.05,0.07,0.003
3.119,78.342,78.342,17.696,19.177,-11.416,11.471,-13.68,-13.665,19.336,225.032,7.39,1.125,33.358,-111.771,0.203,1.4e-6,11.87,-0.042,59.396,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.858,23.025,1.859,0,0,0.527,0.596,0.297,0.178,0.12,0.596,0.044,0.057,4.572e-4,0,0,0,0,0.024,3.162,225,14.491,1004.062,0.001,340.08,0.061,1.28e6,2.6,34.253,0.05,0.071,0.003
3.169,79.213,79.213,17.129,18.632,-11.257,11.321,-13.941,-13.925,19.704,225.033,7.333,1.208,33.358,-111.771,0.407,1.377e-6,12.385,-0.025,58.792,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.811,23.025,1.841,0,0,0.502,0.596,0.297,0.178,0.12,0.596,0.088,0.134,-1.672e-4,0,0,0,0,0.028,3.211,225,14.485,1003.96,0.001,340.077,0.059,1.25e6,2.6,34.253,0.05,0.071,0.003
3.219,80.055,80.055,16.571,18.095,-11.083,11.162,-14.199,-14.183,20.069,225.033,7.268,1.326,33.358,-111.771,0.683,1.576e-6,13.814,-0.016,58.14,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.749,23.025,1.817,0,0,0.48,0.596,0.297,0.178,0.12,0.596,0.149,0.234,7.493e-5,0,0,0,0,0.036,3.307,225,14.48,1003.861,0.001,340.074,0.058,1.221e6,2.6,34.253,0.05,0.072,0.003
3.269,80.87,80.87,16.018,17.564,-11.068,11.128,-14.455,-14.438,20.431,225.033,7.204,1.153,33.358,-111.771,0.466,1.498e-6,15.138,-0.028,57.413,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.797,23.025,1.835,0,0,0.453,0.596,0.297,0.178,0.12,0.596,0.101,0.14,2.391e-4,0,0,0,0,0.046,3.219,225,14.474,1003.765,0.001,340.07,0.056,1.187e6,2.6,34.253,0.05,0.072,0.002
3.319,81.657,81.657,15.463,17.038,-11.141,11.172,-14.709,-14.692,20.79,225.034,7.154,0.839,33.358,-111.771,0.065,1.676e-6,-15.397,-0.333,56.644,225.036,267.519,21.5,0.023,3.194e-4,9.796,27.888,23.025,1.871,0,0,0.424,0.596,0.297,0.178,0.12,0.596,0.014,0.077,3.427e-4,0,0,0,0,-0.051,3,225,14.469,1003.673,0.001,340.067,0.054,1.149e6,2.6,34.253,0.05,0.073,0.002
3.369,82.416,82.416,14.905,16.518,-11.151,11.17,-14.962,-14.944,21.146,225.034,7.119,0.65,33.358,-111.771,0.409,1.473e-6,-14.366,-0.062,55.897,225.037,267.519,21.5,0.023,3.194e-4,9.796,27.81,23.025,1.84,0,0,0.398,0.596,0.297,0.178,0.12,0.596,0.088,0.21,1.015e-4,0,0,0,0,-0.047,2.819,225,14.464,1003.584,0.001,340.064,0.053,1.113e6,2.6,34.253,0.05,0.074,0.002
3.419,83.147,83.147,14.35,16.004,-11.014,11.037,-15.213,-15.195,21.502,225.035,7.085,0.712,33.358,-111.771,0.215,1.136e-6,-13.446,-0.075,55.204,225.038,267.519,21.5,0.023,3.194e-4,9.796,27.854,23.025,1.857,0,0,0.377,0.596,0.297,0.178,0.12,0.596,0.046,0.13,-1.021e-4,0,0,0,0,-0.044,2.808,225,14.46,1003.498,0.001,340.061,0.051,1.083e6,2.6,34.253,0.05,0.074,0.002
3.469,83.851,83.851,13.803,15.498,-10.862,10.891,-15.463,-15.444,21.855,225.035,7.048,0.799,33.358,-111.771,0.069,1.232e-6,13.043,-0.046,54.544,225.04,267.519,21.5,0.023,3.194e-4,9.796,27.887,23.025,1.87,0,0,0.357,0.596,0.297,0.178,0.12,0.596,0.015,-0.016,3.348e-5,0,0,0,0,0.044,2.807,225,14.455,1003.416,0.001,340.059,0.05,1.053e6,2.6,34.253,0.05,0.075,0.002
3.519,84.528,84.528,13.264,15,-10.697,10.736,-15.712,-15.693,22.206,225.035,7.005,0.907,33.358,-111.771,0.44,1.227e-6,13.312,0.028,53.888,225.041,267.519,21.5,0.023,3.194e-4,9.796,27.802,23.025,1.837,0,0,0.338,0.596,0.297,0.178,0.12,0.596,0.095,0.127,-4.342e-4,0,0,0,0,0.048,2.829,225,14.451,1003.336,0.001,340.056,0.049,1.025e6,2.6,34.253,0.05,0.076,0.002
3.569,85.178,85.178,12.733,14.51,-10.582,10.624,-15.959,-15.939,22.555,225.036,6.958,0.938,33.358,-111.771,0.646,1.385e-6,14.143,0.036,53.203,225.042,267.519,21.5,0.023,3.194e-4,9.796,27.756,23.025,1.82,0,0,0.319,0.596,0.297,0.178,0.12,0.596,0.141,0.198,2.797e-4,0,0,0,0,0.057,2.793,225,14.446,1003.26,0.001,340.053,0.047,9.959e5,2.6,34.253,0.05,0.076,0.002
3.619,85.801,85.801,12.205,14.027,-10.528,10.564,-16.204,-16.184,22.902,225.036,6.913,0.879,33.358,-111.771,0.619,1.422e-6,14.929,0.041,52.475,225.044,267.519,21.5,0.023,3.194e-4,9.796,27.762,23.025,1.822,0,0,0.299,0.596,0.297,0.178,0.12,0.596,0.135,0.177,-4.047e-4,0,0,0,0,0.068,2.673,225,14.442,1003.187,0.001,340.051,0.046,9.637e5,2.6,34.253,0.05,0.077,0.002
3.669,86.398,86.398,11.681,13.551,-10.448,10.484,-16.448,-16.427,23.247,225.036,6.869,0.864,33.358,-111.771,0.717,1.369e-6,15.65,0.041,51.711,225.045,267.519,21.5,0.023,3.194e-4,9.796,27.74,23.025,1.813,0,0,0.28,0.596,0.297,0.178,0.12,0.597,0.156,0.203,4.616e-4,0,0,0,0,0.08,2.591,225,14.438,1003.117,0.001,340.049,0.044,9.334e5,2.6,34.253,0.05,0.077,0.002
3.719,86.969,86.969,11.161,13.083,-10.33,10.37,-16.691,-16.669,23.589,225.037,6.825,0.91,33.358,-111.771,1.019,1.405e-6,16.565,0.036,50.907,225.046,267.519,21.5,0.023,3.194e-4,9.796,27.673,23.025,1.788,0,0,0.265,0.596,0.297,0.178,0.12,0.597,0.224,0.305,-4.615e-4,0,0,0,0,0.095,2.577,225,14.435,1003.05,0.001,340.046,0.043,9.061e5,2.6,34.253,0.05,0.078,0.002
3.769,87.515,87.515,10.647,12.622,-10.241,10.282,-16.931,-16.91,23.929,225.037,6.779,0.916,33.358,-111.771,1.215,1.341e-6,17.845,0.034,50.047,225.047,267.519,21.5,0.023,3.194e-4,9.796,27.63,23.025,1.771,0,0,0.249,0.596,0.297,0.178,0.12,0.598,0.268,0.358,2.165e-4,0,0,0,0,0.117,2.532,225,14.431,1002.986,0.001,340.044,0.042,8.782e5,2.6,34.253,0.05,0.079,0.002
3.819,88.034,88.034,10.136,12.17,-10.155,10.196,-17.17,-17.148,24.267,225.037,6.735,0.92,33.358,-111.771,1.424,1.438e-6,18.951,0.029,49.128,225.047,267.519,21.5,0.023,3.194e-4,9.796,27.585,23.025,1.754,0,0,0.234,0.596,0.297,0.178,0.12,0.599,0.316,0.413,2.751e-4,0,0,0,0,0.141,2.487,225,14.428,1002.925,0.001,340.042,0.04,8.508e5,2.6,34.253,0.05,0.079,0.002
3.869,88.528,88.528,9.633,11.725,-10.011,10.062,-17.408,-17.385,24.602,225.038,6.685,1.008,33.358,-111.771,1.949,1.358e-6,20.638,0.025,48.14,225.048,267.519,21.5,0.023,3.194e-4,9.796,27.474,23.025,1.711,0,0,0.223,0.596,0.297,0.178,0.12,0.602,0.439,0.574,2.318e-4,0,0,0,0,0.176,2.556,225,14.425,1002.867,0.001,340.04,0.039,8.288e5,2.6,34.253,0.05,0.08,0.002
3.919,88.998,88.998,9.133,11.29,-10.023,10.062,-17.644,-17.62,24.935,225.038,6.637,0.884,33.358,-111.771,1.72,1.248e-6,22.206,0.02,47.067,225.048,267.519,21.5,0.023,3.194e-4,9.796,27.522,23.025,1.73,0,0,0.206,0.596,0.297,0.178,0.12,0.601,0.385,0.445,-3.191e-4,0,0,0,0,0.221,2.387,225,14.422,1002.812,0.001,340.038,0.038,7.971e5,2.6,34.253,0.05,0.08,0.002
3.969,89.442,89.442,8.631,10.863,-9.98,10.015,-17.878,-17.854,25.266,225.038,6.596,0.84,33.358,-111.771,1.781,1.157e-6,23.189,0.014,45.931,225.048,267.519,21.5,0.023,3.194e-4,9.796,27.509,23.025,1.725,0,0,0.192,0.596,0.297,0.178,0.12,0.601,0.399,0.43,1.739e-4,0,0,0,0,0.258,2.295,225,14.419,1002.76,0.001,340.037,0.036,7.693e5,2.6,34.253,0.05,0.081,0.002
4.019,89.861,89.861,8.137,10.446,-9.843,9.885,-18.111,-18.086,25.595,225.039,6.55,0.918,33.358,-111.771,2.379,1.062e-6,24.657,0.013,44.737,225.048,267.519,21.5,0.023,3.194e-4,9.796,27.385,23.025,1.677,0,0,0.184,0.596,0.297,0.178,0.12,0.605,0.541,0.599,4.418e-4,0,0,0,0,0.308,2.374,225,14.416,1002.711,0.001,340.035,0.036,7.497e5,2.6,34.253,0.05,0.082,0.002
4.069,90.255,90.255,7.645,10.039,-9.801,9.84,-18.342,-18.317,25.921,225.039,6.506,0.878,33.358,-111.771,2.493,1.048e-6,26.006,0.009,43.469,225.048,267.519,21.5,0.023,3.194e-4,9.796,27.362,23.025,1.668,0,0,0.172,0.597,0.298,0.178,0.12,0.607,0.568,0.581,1.092e-5,0,0,0,0,0.367,2.296,225,14.413,1002.665,0.001,340.033,0.034,7.237e5,2.6,34.253,0.05,0.082,0.001
4.119,90.625,90.625,7.158,9.643,-9.661,9.708,-18.571,-18.546,26.246,225.039,6.461,0.956,33.358,-111.771,3.173,1.139e-6,27.482,0.009,42.134,225.048,267.519,21.5,0.023,3.194e-4,9.796,27.227,23.025,1.616,0,0,0.166,0.598,0.3,0.178,0.12,0.615,0.736,0.759,-4.887e-4,0,0,0,0,0.43,2.391,225,14.411,1002.621,0.001,340.032,0.033,7.067e5,2.6,34.253,0.05,0.087,0.001
4.169,90.971,90.971,6.679,9.258,-9.515,9.571,-18.799,-18.773,26.567,225.039,6.41,1.034,33.358,-111.771,3.895,1.198e-6,29.374,0.011,40.713,225.048,267.519,21.5,0.023,3.194e-4,9.796,27.089,23.025,1.563,0,0,0.161,0.599,0.301,0.178,0.12,0.623,0.919,0.924,2.307e-4,0,0,0,0,0.513,2.512,225,14.409,1002.581,0.001,340.031,0.033,6.919e5,2.6,34.253,0.05,0.087,0.001
4.219,91.293,91.293,6.206,8.885,-9.411,9.471,-19.025,-18.998,26.887,225.04,6.358,1.061,33.358,-111.771,4.41,1.066e-6,31.327,0.011,39.196,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.993,23.025,1.526,0,0,0.155,0.601,0.303,0.178,0.12,0.631,1.053,0.995,-2.871e-4,0,0,0,0,0.612,2.575,225,14.407,1002.543,0.001,340.029,0.032,6.752e5,2.6,34.253,0.05,0.087,0.001
4.269,91.592,91.592,5.738,8.525,-9.321,9.382,-19.249,-19.222,27.203,225.04,6.304,1.07,33.358,-111.771,4.865,1.06e-6,33.402,0.01,37.578,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.911,23.025,1.495,0,0,0.15,0.603,0.304,0.178,0.12,0.639,1.174,1.024,4.528e-4,0,0,0,0,0.73,2.63,225,14.405,1002.508,0.001,340.028,0.031,6.591e5,2.6,34.253,0.05,0.087,0.001
4.319,91.867,91.867,5.272,8.179,-9.32,9.373,-19.471,-19.444,27.517,225.04,6.253,0.988,33.358,-111.771,4.892,1.077e-6,35.185,0.005,35.861,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.906,23.025,1.493,0,0,0.14,0.605,0.306,0.178,0.12,0.641,1.181,0.893,-1.262e-5,0,0,0,0,0.87,2.533,225,14.403,1002.476,0.001,340.027,0.03,6.36e5,2.6,34.253,0.05,0.088,0.001
4.369,92.119,92.119,4.807,7.849,-9.242,9.294,-19.692,-19.664,27.828,225.041,6.205,0.982,33.358,-111.771,5.325,1.099e-6,36.679,0.005,34.065,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.83,23.025,1.463,0,0,0.135,0.606,0.308,0.178,0.12,0.649,1.299,0.906,-6.467e-5,0,0,0,0,0.993,2.562,225,14.401,1002.446,0.001,340.026,0.029,6.205e5,2.6,34.253,0.05,0.088,0.001
4.419,92.348,92.348,4.35,7.535,-9.087,9.146,-19.91,-19.882,28.137,225.041,6.153,1.039,33.358,-111.771,6.108,1.078e-6,38.366,0.008,32.189,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.696,23.025,1.412,0,0,0.135,0.607,0.309,0.178,0.12,0.661,1.516,1.031,-2.16e-4,0,0,0,0,1.11,2.732,225,14.4,1002.419,0.001,340.025,0.029,6.14e5,2.6,34.253,0.05,0.088,0.001
4.469,92.554,92.554,3.897,7.24,-9.008,9.066,-20.127,-20.098,28.444,225.041,6.102,1.023,33.358,-111.771,6.527,1.012e-6,40.055,0.007,30.228,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.626,23.025,1.385,0,0,0.131,0.608,0.31,0.178,0.12,0.668,1.635,1.005,4.763e-4,0,0,0,0,1.259,2.776,225,14.398,1002.395,0.001,340.024,0.029,6.018e5,2.6,34.253,0.05,0.088,0.001
4.519,92.738,92.738,3.448,6.965,-8.953,9.007,-20.342,-20.313,28.748,225.042,6.051,0.986,33.358,-111.771,6.855,9.753e-7,41.586,0.005,28.187,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.573,23.025,1.364,0,0,0.126,0.61,0.311,0.178,0.12,0.675,1.73,0.941,9.692e-5,0,0,0,0,1.42,2.779,225,14.397,1002.373,0.001,340.024,0.028,5.884e5,2.6,34.253,0.05,0.088,9.86e-4
4.569,92.899,92.899,3.002,6.712,-8.919,8.968,-20.556,-20.526,29.049,225.042,6.003,0.931,33.358,-111.771,7.106,9.695e-7,42.943,0.002,26.072,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.532,23.025,1.349,0,0,0.121,0.612,0.313,0.178,0.12,0.681,1.803,0.838,2.094e-4,0,0,0,0,1.595,2.732,225,14.396,1002.354,0.001,340.023,0.027,5.733e5,2.6,34.253,0.05,0.089,9.393e-4
4.619,93.038,93.038,2.556,6.484,-8.926,8.966,-20.767,-20.737,29.348,225.042,5.959,0.848,33.358,-111.771,7.239,1.057e-6,44.014,-0.004,23.897,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.511,23.025,1.341,0,0,0.113,0.614,0.315,0.179,0.12,0.686,1.842,0.672,-3.548e-4,0,0,0,0,1.798,2.583,225,14.395,1002.338,0.001,340.022,0.026,5.534e5,2.6,34.253,0.031,0.089,8.942e-4
# Event EJECTION_CHARGE occurred at t=4.65 seconds
4.65,93.114,93.114,2.275,6.354,-8.93,8.966,-20.9,-20.869,29.535,225.042,5.933,0.797,33.358,-111.771,7.352,1.055e-6,44.533,-0.008,22.502,225.048,267.519,21.5,0.023,3.194e-4,9.796,26.493,23.025,1.334,0,0,0.109,0.616,0.317,0.179,0.12,0.689,1.876,0.57,-2.058e-4,0,0,0,0,1.932,2.468,225,14.395,1002.329,0.001,340.022,0.026,5.402e5,2.6,34.253,0.003,0.089,8.667e-4
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=4.651 seconds
4.653,93.12,93.12,2.252,6.344,-20.169,43.603,-20.91,-20.88,29.55,225.042,5.931,38.658,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,10.708,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.463,225,14.395,1002.329,0.001,340.022,0.026,5.394e5,2.6,34.253,0.023,0.12,8.645e-4
4.675,93.166,93.166,1.79,5.352,-17.07,34.784,-21,-20.969,29.676,225.042,5.044,30.308,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,8.338,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.413,225,14.394,1002.323,0.001,340.022,0.023,4.76e5,2.6,34.253,0.029,0.121,7.246e-4
4.704,93.211,93.211,1.299,4.37,-14.393,27.282,-21.093,-21.062,29.808,225.043,4.173,23.177,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,6.321,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.377,225,14.394,1002.318,0.001,340.022,0.02,4.144e5,2.6,34.253,0.037,0.121,5.843e-4
4.741,93.249,93.249,0.772,3.412,-12.209,22.001,-21.191,-21.159,29.946,225.043,3.323,18.302,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,4.939,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.528,225,14.394,1002.314,0.001,340.022,0.017,3.663e5,2.6,34.253,0.045,0.121,4.443e-4
4.786,93.271,93.271,0.217,2.501,-10.368,16.745,-21.284,-21.252,30.078,225.043,2.491,13.149,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,3.521,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.487,225,14.394,1002.311,0.001,340.022,0.015,3.093e5,2.6,34.253,0.021,0.121,3.07e-4
# Event APOGEE occurred at t=4.807 seconds
4.807,93.273,93.273,0,2.217,-9.795,15.32,-21.319,-21.287,30.127,225.043,2.217,11.78,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,3.151,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.498,225,14.394,1002.311,0.001,340.021,0.014,2.926e5,2.6,34.253,0.065,0.121,2.611e-4
4.872,93.252,93.252,-0.639,1.583,-8.361,12.573,-21.404,-21.372,30.247,225.043,1.448,9.391,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.541,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.738,225,14.394,1002.313,0.001,340.022,0.012,2.628e5,2.6,34.253,0.08,0.121,1.497e-4
4.952,93.175,93.175,-1.304,1.481,-7.146,10.233,-21.464,-21.432,30.332,225.044,0.701,7.325,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.084,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.904,225,14.394,1002.322,0.001,340.022,0.011,2.379e5,2.6,34.253,0.098,0.121,1.396e-4
5.05,93.014,93.014,-2.003,2.003,-6.15,7.978,-21.488,-21.455,30.366,225.044,0.015,5.082,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,1.673,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.806,225,14.395,1002.341,0.001,340.023,0.01,2.132e5,2.6,34.253,0.125,0.121,2.449e-4
5.175,92.714,92.714,-2.773,2.849,-4.277,6.607,-21.459,-21.426,30.324,225.045,0.652,5.036,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,1.998,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.183,225,14.397,1002.376,0.001,340.024,0.011,2.33e5,2.6,34.253,0.151,0.121,3.809e-4
5.326,92.245,92.245,-3.421,3.702,-2.821,4.565,-21.349,-21.315,30.168,225.045,1.414,3.589,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.098,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.174,225,14.4,1002.431,0.001,340.026,0.011,2.388e5,2.6,34.253,0.219,0.121,5.179e-4
5.545,91.428,91.428,-4.039,4.599,-0.95,2.136,-21.069,-21.035,29.772,225.046,2.2,1.913,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.421,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.074,225,14.406,1002.527,0.001,340.029,0.012,2.565e5,2.6,34.253,0.234,0.121,6.572e-4
5.779,90.459,90.459,-4.261,5.016,-0.142,0.788,-20.668,-20.634,29.206,225.047,2.647,0.775,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.591,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.989,225,14.412,1002.641,0.001,340.033,0.013,2.653e5,2.6,34.253,0.221,0.122,7.227e-4
6,89.512,89.512,-4.292,5.135,-0.029,0.136,-20.241,-20.207,28.601,225.048,2.819,0.133,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.613,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.877,225,14.418,1002.752,0.001,340.036,0.013,2.665e5,2.6,34.253,0.22,0.122,7.42e-4
6.22,88.568,88.568,-4.298,5.156,0.002,0.196,-19.8,-19.766,27.978,225.049,2.848,0.196,33.358,-111.771,NaN,NaN,NaN,NaN,22.391,225.048,267.519,21.5,0.023,3.194e-4,9.796,0,23.025,-8.856,0,0,2.622,68.166,0,68.166,0,68.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.762,225,14.424,1002.862,0.001,340.04,0.013,2.669e5,2.6,34.253,0.219,0.122,7.454e-4
